"ID","starting","grazing","environmt","rho_plus","rho_plus_ungrazed","q_plus","q_plus_ungrazed","rho_zero","rho_minus"
44,"low",0.05,0.37286432160804,0.619787624750499,0.72274251497006,0.68733096726638,0.748928265163692,0.299143313373254,0.0810690618762475
46,"low",0.05,0.380904522613065,0.629629540918164,0.737731736526946,0.69295809652061,0.759771040026208,0.292498203592814,0.0778722554890219
48,"low",0.05,0.388944723618091,0.632360079840319,0.741860279441118,0.695140460806673,0.765096715014094,0.290324151696607,0.0773157684630739
49,"low",0.05,0.392964824120603,0.649455489021956,0.743419560878243,0.709806277547107,0.765212788811387,0.280307385229541,0.070237125748503
52,"low",0.05,0.405025125628141,0.678019161676647,0.752856686626747,0.730032407941155,0.772947098057451,0.260528542914172,0.0614522954091816
50,"low",0.05,0.396984924623116,0.66538123752495,0.753437924151697,0.718809630435644,0.773080610201522,0.270026347305389,0.0645924151696607
51,"low",0.05,0.401005025125628,0.664825548902196,0.749015568862275,0.721682282856697,0.769604483650052,0.267773253493014,0.0674011976047904
53,"low",0.05,0.409045226130653,0.684213972055888,0.762173253493014,0.731668763544645,0.780038052823173,0.258831137724551,0.0569548902195609
55,"low",0.05,0.417085427135678,0.692991616766467,0.770567664670659,0.743105324190143,0.786813810337942,0.24935249500998,0.0576558882235529
56,"low",0.05,0.421105527638191,0.692312175648703,0.77220998003992,0.736434962191405,0.790018596390769,0.255013972055888,0.0526738522954092
57,"low",0.05,0.425125628140704,0.699996007984032,0.776026347305389,0.745867303222354,0.792602265928966,0.24462994011976,0.0553740518962076
58,"low",0.05,0.429145728643216,0.706852694610778,0.772817564870259,0.749994903837225,0.788996345417738,0.242085429141717,0.051061876247505
47,"low",0.05,0.384924623115578,0.653170459081836,0.732155688622754,0.713102259989661,0.755308126378752,0.276556487025948,0.0702730538922156
62,"low",0.05,0.445226130653266,0.719137724550898,0.786931736526946,0.754630520024483,0.803477119735452,0.234027944111776,0.0468343313373253
60,"low",0.05,0.437185929648241,0.715823552894212,0.786752894211577,0.755290235992171,0.800572907615634,0.236541317365269,0.047635129740519
59,"low",0.05,0.433165829145729,0.712911776447106,0.777216766467066,0.75592006052361,0.792964634890364,0.236456686626747,0.0506315369261477
61,"low",0.05,0.441206030150754,0.719788423153693,0.776290618762475,0.762775331654804,0.793265729314402,0.231145708582834,0.0490658682634731
63,"low",0.05,0.449246231155779,0.728675449101796,0.785618363273453,0.768071390164479,0.800236923511946,0.224621157684631,0.0467033932135729
54,"low",0.05,0.413065326633166,0.682219560878244,0.754974051896208,0.730640443925277,0.77347587347692,0.260062275449102,0.0577181636726547
64,"low",0.05,0.453266331658291,0.730759281437126,0.790344111776447,0.765872610406989,0.804454526053486,0.224912574850299,0.0443281437125749
65,"low",0.05,0.457286432160804,0.732490219560878,0.802479840319361,0.768596878615723,0.813718953250186,0.22200878243513,0.045500998003992
66,"low",0.05,0.461306532663317,0.738826347305389,0.797768463073852,0.773518017469262,0.809757295158803,0.217864271457086,0.043309381237525
67,"low",0.05,0.465326633165829,0.754517365269461,0.799960878243513,0.785757420722329,0.813086636554608,0.20750499001996,0.0379776447105788
68,"low",0.05,0.469346733668342,0.750297005988024,0.804859880239521,0.783261740398237,0.815616865429911,0.210795209580838,0.0389077844311377
69,"low",0.05,0.473366834170854,0.755152894211577,0.803357285429142,0.785252380931517,0.816783324853951,0.205386027944112,0.0394610778443114
70,"low",0.05,0.477386934673367,0.759461077844311,0.811029141716567,0.78859976237591,0.82041838943705,0.202847904191617,0.0376910179640719
72,"low",0.05,0.485427135678392,0.759294211576846,0.808652295409182,0.790365331739492,0.819256101093453,0.202938123752495,0.0377676646706587
71,"low",0.05,0.481407035175879,0.76425628742515,0.810395209580838,0.792507196663721,0.82163709361738,0.200740918163673,0.0350027944111776
73,"low",0.05,0.489447236180905,0.763929740518962,0.816124550898204,0.791043860558393,0.826413335737754,0.199264670658683,0.0368055888223553
74,"low",0.05,0.493467336683417,0.764719361277445,0.815901796407186,0.792249156679236,0.826319727065651,0.198743313373253,0.0365373253493014
84,"low",0.05,0.533668341708543,0.800913373253493,0.835382834331337,0.819759783276694,0.84367468314212,0.171188822355289,0.0278978043912176
78,"low",0.05,0.509547738693467,0.784564471057884,0.8220375249501,0.80611724489081,0.832506868932147,0.184442315369261,0.0309932135728543
77,"low",0.05,0.505527638190955,0.786108582834331,0.823981636726547,0.810007584395186,0.83426433499133,0.182677045908184,0.031214371257485
83,"low",0.05,0.52964824120603,0.803479441117764,0.834233133732535,0.823060654335403,0.843631370171658,0.169831536926148,0.0266890219560878
82,"low",0.05,0.525628140703518,0.789828343313373,0.833710978043912,0.810941687272675,0.843053355853028,0.180748902195609,0.029422754491018
81,"low",0.05,0.521608040201005,0.781811576846307,0.833368463073852,0.806682030530132,0.8401680243077,0.185874650698603,0.0323137724550898
79,"low",0.05,0.51356783919598,0.780883033932136,0.826405588822355,0.804499809161909,0.835224264140997,0.186257085828343,0.032859880239521
75,"low",0.05,0.49748743718593,0.770585229540918,0.819800399201597,0.797001191950632,0.829872795046705,0.195382834331337,0.0340319361277445
76,"low",0.05,0.501507537688442,0.77933253493014,0.819021956087824,0.801664141404175,0.828516316086121,0.187592814371257,0.0330746506986028
85,"low",0.05,0.537688442211055,0.803794810379241,0.837768463073852,0.822804506414508,0.845677547905856,0.168794411177645,0.0274107784431138
87,"low",0.05,0.54572864321608,0.804542914171657,0.844752095808383,0.82409013000828,0.852817089966688,0.168471856287425,0.0269852295409182
80,"low",0.05,0.517587939698492,0.795530538922156,0.830459880239521,0.816742970546293,0.839448981937715,0.177030738522954,0.0274387225548902
88,"low",0.05,0.549748743718593,0.811416367265469,0.843683832335329,0.829688926425183,0.850883183534745,0.162135728542914,0.0264479041916168
89,"low",0.05,0.553768844221106,0.806839920159681,0.844233932135729,0.826263173720949,0.851850277669205,0.165500199600798,0.027659880239521
86,"low",0.05,0.541708542713568,0.799557684630739,0.839107385229541,0.819725394580736,0.84691038566578,0.170983632734531,0.0294586826347305
90,"low",0.05,0.557788944723618,0.813117764471058,0.847687824351297,0.83151705220323,0.854122168621049,0.160974850299401,0.0259073852295409
93,"low",0.05,0.569849246231156,0.823328542914172,0.851285429141717,0.839212587838051,0.859860729465928,0.151774850299401,0.0248966067864271
91,"low",0.05,0.561809045226131,0.812336127744511,0.847114570858283,0.831315274239307,0.854170389599834,0.161976047904192,0.0256878243512974
96,"low",0.05,0.581909547738694,0.830016766467066,0.855925748502994,0.844887693043888,0.861571849539928,0.14702754491018,0.0229556886227545
94,"low",0.05,0.573869346733668,0.81907624750499,0.854497405189621,0.836791058233731,0.860718922118493,0.156675449101796,0.0242483033932136
95,"low",0.05,0.577889447236181,0.827924151696607,0.85758003992016,0.843107585849486,0.862735190961436,0.148348902195609,0.0237269461077844
97,"low",0.05,0.585929648241206,0.826737724550898,0.858215568862275,0.841523684363142,0.864376489292375,0.150417564870259,0.0228447105788423
99,"low",0.05,0.593969849246231,0.83364870259481,0.859497804391218,0.847165149545436,0.865343935581057,0.144823153692615,0.0215281437125748
92,"low",0.05,0.565829145728643,0.822814371257485,0.848318562874251,0.838138364422003,0.855133796191249,0.153481836327345,0.0237037924151697
104,"low",0.05,0.614070351758794,0.840443912175649,0.865726147704591,0.854467557819194,0.871593104896348,0.136774451097804,0.0227816367265469
101,"low",0.05,0.602010050251256,0.837875449101796,0.858625149700599,0.853076245202506,0.865533261653344,0.141311776447106,0.0208127744510978
102,"low",0.05,0.606030150753769,0.827660678642715,0.862993213572854,0.844063810448603,0.868683453869791,0.147885828343313,0.0244534930139721
98,"low",0.05,0.589949748743719,0.830015169660679,0.858926147704591,0.846050170237373,0.865077346571453,0.146016766467066,0.0239680638722555
105,"low",0.05,0.618090452261307,0.847221556886228,0.863555289421158,0.859555378908066,0.870586836485513,0.133592814371257,0.019185628742515
100,"low",0.05,0.597989949748744,0.837464271457086,0.858732135728543,0.850830988505639,0.864612234453254,0.142175648702595,0.0203600798403194
108,"low",0.05,0.630150753768844,0.850678642714571,0.871873852295409,0.862663226083289,0.877852452214083,0.129490618762475,0.0198307385229541
103,"low",0.05,0.610050251256282,0.842140518962076,0.868230738522954,0.854676869478842,0.873346067838148,0.1376375249501,0.0202219560878244
106,"low",0.05,0.622110552763819,0.846040718562874,0.864253093812375,0.858922507623827,0.870319656826497,0.13324870259481,0.0207105788423154
110,"low",0.05,0.638190954773869,0.85263872255489,0.869220758483034,0.864566967064482,0.874848320038422,0.128166067864271,0.0191952095808383
107,"low",0.05,0.626130653266332,0.841689421157685,0.871355688622754,0.855525892731454,0.87671428895756,0.137061876247505,0.0212487025948104
111,"low",0.05,0.642211055276382,0.850149301397206,0.878174051896208,0.862303981511422,0.882605105445524,0.129718962075848,0.0201317365269461
109,"low",0.05,0.634170854271357,0.844625948103792,0.868780838323353,0.857442373732129,0.874734288287636,0.134637125748503,0.0207369261477046
113,"low",0.05,0.650251256281407,0.853952095808383,0.876725748502994,0.865058405598602,0.881512359020637,0.127730938123752,0.0183169660678643
114,"low",0.05,0.65427135678392,0.859682235528942,0.880164471057884,0.870187677393273,0.884480012524487,0.12207744510978,0.0182403193612774
115,"low",0.05,0.658291457286432,0.859539321357285,0.880183632734531,0.870059409098778,0.885488067547078,0.12226746506986,0.0181932135728543
116,"low",0.05,0.662311557788945,0.855175249500998,0.880079840319361,0.866709215081649,0.884432157605285,0.125294211576846,0.0195305389221557
112,"low",0.05,0.646231155778894,0.85409500998004,0.875194411177645,0.865259832630203,0.88006973252477,0.127722954091816,0.0181820359281437
117,"low",0.05,0.666331658291457,0.860027944111776,0.880326546906188,0.869628323314551,0.884450745385345,0.121924151696607,0.0180479041916168
119,"low",0.05,0.674371859296482,0.862634730538922,0.886269061876248,0.872328316877674,0.890682551980037,0.11995369261477,0.0174115768463074
118,"low",0.05,0.67035175879397,0.862934930139721,0.883104191616766,0.873179686037802,0.887246800027563,0.120022355289421,0.0170427145708583
120,"low",0.05,0.678391959798995,0.86769500998004,0.883659880239521,0.875762526889072,0.887918447412378,0.116067065868263,0.0162379241516966
126,"low",0.05,0.70251256281407,0.872233932135729,0.891997604790419,0.88017238288251,0.895940097908449,0.112674650698603,0.0150914171656687
128,"low",0.05,0.710552763819096,0.875568862275449,0.893460279441118,0.883890377250083,0.89761392743828,0.108962874251497,0.0154682634730539
122,"low",0.05,0.68643216080402,0.863326147704591,0.886979640718563,0.873197141539542,0.891233981455607,0.119860279441118,0.0168135728542914
124,"low",0.05,0.694472361809045,0.87303872255489,0.887984031936128,0.880801111286645,0.891862288876133,0.112260279441118,0.014700998003992
129,"low",0.05,0.714572864321608,0.875389221556886,0.889891417165669,0.88436509745356,0.893639581733461,0.109417964071856,0.0151928143712575
125,"low",0.05,0.698492462311558,0.870175648702595,0.8879249500998,0.879485716313816,0.8913254523149,0.11267624750499,0.0171481037924152
123,"low",0.05,0.690452261306533,0.866765668662675,0.886970059880239,0.876281939493489,0.890479150024167,0.116554890219561,0.0166794411177645
131,"low",0.05,0.722613065326633,0.87471377245509,0.893107385229541,0.883692077088372,0.896765045758255,0.109170459081836,0.0161157684630739
130,"low",0.05,0.718592964824121,0.878536526946108,0.894029540918164,0.886451948061093,0.897601738577973,0.105392415169661,0.0160710578842315
121,"low",0.05,0.682412060301508,0.866375249500998,0.887289421157685,0.875671576435743,0.890823323665713,0.117960079840319,0.0156646706586826
132,"low",0.05,0.726633165829146,0.881828343313373,0.893502594810379,0.889199185747698,0.897251365091904,0.104385628742515,0.0137860279441118
127,"low",0.05,0.706532663316583,0.875213572854291,0.888622754491018,0.8836493502627,0.893123659844834,0.109395608782435,0.0153908183632735
133,"low",0.05,0.730653266331658,0.88137005988024,0.894044710578842,0.888760056941832,0.897511848472923,0.104954890219561,0.0136750499001996
135,"low",0.05,0.738693467336683,0.87985628742515,0.897239121756487,0.887506782412372,0.900651009655722,0.105199201596806,0.0149445109780439
136,"low",0.05,0.742713567839196,0.884315369261477,0.89407744510978,0.891130757889091,0.897480649016318,0.102308183632735,0.0133764471057884
134,"low",0.05,0.734673366834171,0.877082634730539,0.897043512974052,0.885592095699014,0.900817310264096,0.108186826347305,0.0147305389221557
137,"low",0.05,0.746733668341709,0.888097405189621,0.900732934131736,0.895141318454024,0.90440976378539,0.0990243512974052,0.0128782435129741
141,"low",0.05,0.762814070351759,0.885694211576846,0.896149301397206,0.892616616101311,0.899524309567582,0.100221956087824,0.0140838323353293
138,"low",0.05,0.750753768844221,0.883375648702595,0.895259880239521,0.891339991358258,0.898878199084026,0.101956087824351,0.0146682634730539
143,"low",0.05,0.770854271356784,0.885667864271457,0.905564870259481,0.892175022589838,0.908427367540729,0.100187624750499,0.0141445109780439
140,"low",0.05,0.758793969849246,0.883532934131737,0.900815169660679,0.890775022858825,0.903855578132882,0.102000798403194,0.0144662674650699
139,"low",0.05,0.754773869346734,0.888795209580838,0.899663073852295,0.895110311703162,0.902573465606939,0.0979145708582834,0.0132902195608782
145,"low",0.05,0.778894472361809,0.891124151696607,0.90271377245509,0.896958946490579,0.905774984485117,0.0960343313373253,0.0128415169660679
142,"low",0.05,0.766834170854271,0.888506187624751,0.902403193612774,0.894953463467955,0.905601671582558,0.0983057884231537,0.0131880239520958
148,"low",0.05,0.790954773869347,0.88909620758483,0.903250299401198,0.896078465505049,0.906180209131261,0.0975728542914172,0.0133309381237525
144,"low",0.05,0.774874371859297,0.884135728542914,0.901536926147705,0.891574893012989,0.904785679903491,0.102539720558882,0.0133245508982036
146,"low",0.05,0.782914572864322,0.890062275449102,0.904150099800399,0.896549123865411,0.906901675800441,0.0973213572854291,0.0126163672654691
147,"low",0.05,0.786934673366834,0.894447904191617,0.903449101796407,0.90028716242233,0.906526994725847,0.0930091816367265,0.0125429141716567
154,"low",0.05,0.815075376884422,0.900958882235529,0.910887824351297,0.906033708193351,0.912909966402066,0.0869469061876248,0.0120942115768463
151,"low",0.05,0.803015075376885,0.896230738522954,0.908404790419162,0.901976939636075,0.911358913752799,0.0906778443113773,0.0130914171656687
156,"low",0.05,0.823115577889447,0.897779640718563,0.910573253493014,0.904448591074775,0.913235079146023,0.0903696606786427,0.0118506986027944
152,"low",0.05,0.807035175879397,0.895304590818363,0.90508502994012,0.901467525157722,0.907550392671848,0.0916359281437126,0.0130594810379242
149,"low",0.05,0.794974874371859,0.892554890219561,0.903287025948104,0.898736801190661,0.906239379506359,0.0938459081836327,0.0135992015968064
150,"low",0.05,0.798994974874372,0.894458283433134,0.905623952095808,0.900972372285595,0.908595347795309,0.0932606786427146,0.0122810379241517
157,"low",0.05,0.82713567839196,0.901441117764471,0.909304590818363,0.906632734355519,0.911582467635219,0.0874898203592814,0.0110690618762475
153,"low",0.05,0.81105527638191,0.896784830339321,0.909976047904192,0.90265489031662,0.912598170375235,0.0914235528942116,0.0117916167664671
158,"low",0.05,0.831155778894472,0.901660678642715,0.909065868263473,0.906592602945129,0.911430444878628,0.0868926147704591,0.0114467065868263
155,"low",0.05,0.819095477386935,0.899300598802395,0.907986427145709,0.904550738337911,0.910236060315224,0.0883792415169661,0.0123201596806387
160,"low",0.05,0.839195979899497,0.901712574850299,0.911734131736527,0.906815361952398,0.914670195775264,0.0866035928143713,0.0116838323353293
159,"low",0.05,0.835175879396985,0.899432335329341,0.912099800399202,0.905544701054796,0.914193652000551,0.0879672654690619,0.0126003992015968
161,"low",0.05,0.84321608040201,0.901728542914172,0.916669061876248,0.906588295244896,0.918880461970794,0.0866778443113772,0.0115936127744511
163,"low",0.05,0.851256281407035,0.905939321357285,0.916099001996008,0.910375923906346,0.918175708591289,0.0827145708582834,0.0113461077844311
168,"low",0.05,0.871356783919598,0.907120159680639,0.917598403193613,0.911935198245567,0.918963414406159,0.0822419161676647,0.0106379241516966
166,"low",0.05,0.863316582914573,0.902364870259481,0.917647105788423,0.907637250365813,0.919782514913325,0.0855249500998004,0.0121101796407186
164,"low",0.05,0.855276381909548,0.901566467065868,0.915453892215569,0.90730511127696,0.917602365817282,0.0868558882235529,0.0115776447105788
169,"low",0.05,0.875376884422111,0.906971656686627,0.91674251497006,0.911631414629422,0.918914438145626,0.0822179640718563,0.010810379241517
162,"low",0.05,0.847236180904523,0.90358003992016,0.916060678642715,0.908769638114471,0.917985334237884,0.0847457085828343,0.011674251497006
172,"low",0.05,0.887437185929648,0.909788423153693,0.916019161676647,0.914113292145957,0.91865044684552,0.0798155688622754,0.0103960079840319
167,"low",0.05,0.867336683417085,0.907273453093812,0.917799600798403,0.912255928933747,0.9201535646786,0.0814594810379242,0.0112670658682635
170,"low",0.05,0.879396984924623,0.907994411177645,0.918630738522954,0.912517158354876,0.920252394269069,0.0814706586826347,0.0105349301397206
173,"low",0.05,0.891457286432161,0.908616367265469,0.918257884231537,0.912927746875573,0.920059496868626,0.0801852295409182,0.0111984031936128
165,"low",0.05,0.85929648241206,0.905596806387226,0.913375648702595,0.910706283689571,0.915537635158207,0.0829740518962076,0.0114291417165669
174,"low",0.05,0.895477386934673,0.914876646706587,0.918080638722555,0.9192193302547,0.920292403964301,0.0751025948103792,0.0100207584830339
171,"low",0.05,0.883417085427136,0.905274251497006,0.920211576846307,0.909878531303719,0.921963661886366,0.0842443113772455,0.0104814371257485
178,"low",0.05,0.911557788944724,0.912295409181637,0.919044311377246,0.91682774818022,0.921294651927867,0.0783033932135729,0.00940119760479042
175,"low",0.05,0.899497487437186,0.911977644710579,0.919926546906188,0.916416455465308,0.921846041293941,0.0779904191616766,0.0100319361277445
180,"low",0.05,0.919597989949749,0.91285748502994,0.923403592814371,0.917111526016316,0.924974924097533,0.0775544910179641,0.00958802395209581
182,"low",0.05,0.927638190954774,0.914598003992016,0.925645508982036,0.918692486425693,0.92744570963968,0.0762810379241517,0.00912095808383234
177,"low",0.05,0.907537688442211,0.912138123752495,0.921058682634731,0.916525459160134,0.923131472856706,0.0775872255489022,0.0102746506986028
179,"low",0.05,0.915577889447236,0.910501397205589,0.921074650698603,0.915791300432398,0.923018283944802,0.0790155688622755,0.0104830339321357
176,"low",0.05,0.903517587939699,0.909947305389222,0.920803992015968,0.914972376417981,0.923081002961325,0.079235129740519,0.0108175648702595
184,"low",0.05,0.935678391959799,0.911786027944112,0.92355369261477,0.916288542583311,0.925386876743048,0.0781149700598802,0.010099001996008
181,"low",0.05,0.923618090452261,0.91536127744511,0.921806786427146,0.919869118345942,0.92348965030573,0.0748734530938124,0.00976526946107784
185,"low",0.05,0.939698492462312,0.915960878243513,0.923292614770459,0.919561636869424,0.925024202379982,0.0748566866267465,0.00918243512974052
183,"low",0.05,0.931658291457287,0.914355289421158,0.924297804391218,0.918212835744547,0.925999003333454,0.0756526946107784,0.00999201596806387
188,"low",0.05,0.951758793969849,0.914116566866267,0.922491816367266,0.918338621356556,0.924242089412145,0.0757676646706587,0.0101157684630739
187,"low",0.05,0.947738693467337,0.915950499001996,0.926887025948104,0.91959809081988,0.928279987872628,0.0743433133732535,0.0097061876247505
189,"low",0.05,0.955778894472362,0.919610379241517,0.926557285429142,0.923280275430381,0.928323303274871,0.0713389221556886,0.00905069860279441
186,"low",0.05,0.943718592964824,0.917085828343313,0.925520958083832,0.921154554544803,0.927074952439029,0.0735744510978044,0.00933972055888223
191,"low",0.05,0.963819095477387,0.922757684630738,0.924340119760479,0.926169733202217,0.926138748768255,0.0687201596806387,0.00852215568862275
192,"low",0.05,0.9678391959799,0.917499401197605,0.927564071856287,0.921619120261239,0.92913551406797,0.0727632734530938,0.0097373253493014
193,"low",0.05,0.971859296482412,0.915880239520958,0.925449900199601,0.919508427088083,0.927028817438393,0.074290618762475,0.00982914171656687
190,"low",0.05,0.959798994974874,0.917398003992016,0.926920558882236,0.920927589909188,0.928531277202075,0.0724007984031936,0.0102011976047904
194,"low",0.05,0.975879396984925,0.917987225548902,0.926220359281437,0.921742572074133,0.928063673392953,0.072499001996008,0.00951377245508982
196,"low",0.05,0.98391959798995,0.923124151696607,0.927916167664671,0.926490195933536,0.92929025876267,0.0684526946107784,0.00842315369261477
198,"low",0.05,0.991959798994975,0.921899401197605,0.929315768463074,0.925047674943331,0.930995992317603,0.0698491017964072,0.00825149700598802
201,"low",0.15,0.2,0,0.338439920159681,NA,0.503612150956766,0.0881181636726547,0.911881836327345
195,"low",0.05,0.979899497487437,0.92169500998004,0.931116966067864,0.92535503623888,0.932442628050439,0.0691800399201597,0.0091249500998004
200,"low",0.05,1,0.92161996007984,0.929391616766467,0.924839909175736,0.930989080309492,0.0693556886227545,0.00902435129740519
199,"low",0.05,0.995979899497488,0.922261077844311,0.928518163672655,0.925626618733358,0.929839592412819,0.0691888223552894,0.0085500998003992
197,"low",0.05,0.987939698492462,0.923457085828343,0.92857245508982,0.926404836417616,0.929906381001651,0.0678802395209581,0.0086626746506986
203,"low",0.15,0.208040201005025,0,0.351156886227545,NA,0.506293330947346,0.0966922155688623,0.903307784431138
207,"low",0.15,0.224120603015075,0,0.427462674650699,NA,0.539926343660288,0.0910091816367265,0.908990818363273
205,"low",0.15,0.21608040201005,0,0.419309381237525,NA,0.53304892494986,0.0928510978043912,0.907148902195609
202,"low",0.15,0.204020100502513,0,0.370193213572854,NA,0.512214823584333,0.0862299401197605,0.91377005988024
204,"low",0.15,0.212060301507538,0,0.379647105788423,NA,0.527126989833611,0.0937884231536926,0.906211576846307
211,"low",0.15,0.240201005025126,0,0.472324151696607,NA,0.573913345997332,0.0910818363273453,0.908918163672655
210,"low",0.15,0.236180904522613,0,0.452686626746507,NA,0.55831366199254,0.0969636726546906,0.903036327345309
209,"low",0.15,0.232160804020101,0,0.467572854291417,NA,0.560913430452916,0.0881556886227545,0.911844311377246
206,"low",0.15,0.220100502512563,0,0.422800798403194,NA,0.534879167713593,0.0945988023952096,0.90540119760479
208,"low",0.15,0.228140703517588,0,0.440643512974052,NA,0.5529202097444,0.0939265469061876,0.906073453093812
