"global","stock","m","g","b","d","c_","del","r","f","rho_plus","vul","eq"
"global","stock","m","g","b","d","c_","del","r","f","rho","vul","equlbr"
TRUE,TRUE,0.05,0.05,0.7875,0.1,0.2,0.1,0.01,0.9,0.3216,NA,0.195164470655063
TRUE,TRUE,0.05,0.05,0.79,0.1,0.2,0.1,0.01,0.9,0.2886,NA,0.192544013923656
TRUE,TRUE,0.05,0.05,0.7925,0.1,0.2,0.1,0.01,0.9,0,NA,0.180849301161496
TRUE,TRUE,0.05,0.05,0.795,0.1,0.2,0.1,0.01,0.9,0.0209,NA,0.18798604111331
TRUE,TRUE,0.05,0.05,0.7975,0.1,0.2,0.1,0.01,0.9,0.3906,NA,0.185663008310203
TRUE,TRUE,0.05,0.05,0.8,0.1,0.2,0.1,0.01,0.9,0,NA,0.181040891495773
TRUE,TRUE,0.05,0.05,0.8025,0.1,0.2,0.1,0.01,0.9,0.1376,NA,0.180179768965335
TRUE,TRUE,0.05,0.05,0.805,0.1,0.2,0.1,0.01,0.9,0,NA,0.182973440448324
TRUE,TRUE,0.05,0.05,0.8075,0.1,0.2,0.1,0.01,0.9,0,NA,0.182202772453017
TRUE,TRUE,0.05,0.05,0.81,0.1,0.2,0.1,0.01,0.9,0.21,NA,0.186097847330863
TRUE,TRUE,0.05,0.05,0.8125,0.1,0.2,0.1,0.01,0.9,0.0774,NA,0.177701000178687
TRUE,TRUE,0.05,0.05,0.815,0.1,0.2,0.1,0.01,0.9,0,NA,0.179201301398961
TRUE,TRUE,0.05,0.05,0.8175,0.1,0.2,0.1,0.01,0.9,2e-04,NA,0.179249698212518
TRUE,TRUE,0.05,0.05,0.82,0.1,0.2,0.1,0.01,0.9,0.319,NA,0.180542137386426
TRUE,TRUE,0.05,0.05,0.8225,0.1,0.2,0.1,0.01,0.9,0,NA,0.17069372124507
TRUE,TRUE,0.05,0.05,0.825,0.1,0.2,0.1,0.01,0.9,0.2027,NA,0.17742955154422
TRUE,TRUE,0.05,0.05,0.8275,0.1,0.2,0.1,0.01,0.9,0,NA,0.171180062782915
TRUE,TRUE,0.05,0.05,0.83,0.1,0.2,0.1,0.01,0.9,0,NA,0.172016363087246
TRUE,TRUE,0.05,0.05,0.8325,0.1,0.2,0.1,0.01,0.9,0.0516,NA,0.179442760073474
TRUE,TRUE,0.05,0.05,0.835,0.1,0.2,0.1,0.01,0.9,0.2468,NA,0.177268584640006
TRUE,TRUE,0.05,0.05,0.8375,0.1,0.2,0.1,0.01,0.9,0.5019,NA,0.181372646132395
TRUE,TRUE,0.05,0.05,0.84,0.1,0.2,0.1,0.01,0.9,0,NA,0.167256627724443
TRUE,TRUE,0.05,0.05,0.8425,0.1,0.2,0.1,0.01,0.9,0.1079,NA,0.176385740117296
TRUE,TRUE,0.05,0.05,0.845,0.1,0.2,0.1,0.01,0.9,0.2745,NA,0.168557280834177
TRUE,TRUE,0.05,0.05,0.8475,0.1,0.2,0.1,0.01,0.9,0.1522,NA,0.175158708881698
TRUE,TRUE,0.05,0.05,0.85,0.1,0.2,0.1,0.01,0.9,0,NA,0.16326099197763
TRUE,TRUE,0.05,0.05,0.8525,0.1,0.2,0.1,0.01,0.9,0.4708,NA,0.174328280480379
TRUE,TRUE,0.05,0.05,0.855,0.1,0.2,0.1,0.01,0.9,0.1265,NA,0.164049751960008
TRUE,TRUE,0.05,0.05,0.8575,0.1,0.2,0.1,0.01,0.9,0,NA,0.162472231995251
TRUE,TRUE,0.05,0.05,0.86,0.1,0.2,0.1,0.01,0.9,0,NA,0.170301320649261
TRUE,TRUE,0.05,0.05,0.8625,0.1,0.2,0.1,0.01,0.9,0.4036,NA,0.169386187563208
TRUE,TRUE,0.05,0.05,0.865,0.1,0.2,0.1,0.01,0.9,0,NA,0.166393455038546
TRUE,TRUE,0.05,0.05,0.8675,0.1,0.2,0.1,0.01,0.9,0.4437,NA,0.166566588325096
TRUE,TRUE,0.05,0.05,0.87,0.1,0.2,0.1,0.01,0.9,0.3127,NA,0.168657617976527
TRUE,TRUE,0.05,0.05,0.8725,0.1,0.2,0.1,0.01,0.9,0.1199,NA,0.164757014599888
TRUE,TRUE,0.05,0.05,0.875,0.1,0.2,0.1,0.01,0.9,0,NA,0.152632846142564
TRUE,TRUE,0.05,0.05,0.8775,0.1,0.2,0.1,0.01,0.9,0.3214,NA,0.162048952382985
TRUE,TRUE,0.05,0.05,0.88,0.1,0.2,0.1,0.01,0.9,0.1758,NA,0.166315086088617
TRUE,TRUE,0.05,0.05,0.8825,0.1,0.2,0.1,0.01,0.9,0.3421,NA,0.165916278838349
TRUE,TRUE,0.05,0.05,0.885,0.1,0.2,0.1,0.01,0.9,0.4511,NA,0.164171497118423
TRUE,TRUE,0.05,0.05,0.8875,0.1,0.2,0.1,0.01,0.9,0.4605,NA,0.172297194842648
TRUE,TRUE,0.05,0.05,0.89,0.1,0.2,0.1,0.01,0.9,0,NA,0.153697336591642
TRUE,TRUE,0.05,0.05,0.8925,0.1,0.2,0.1,0.01,0.9,0.3635,NA,0.160327074395302
TRUE,TRUE,0.05,0.05,0.895,0.1,0.2,0.1,0.01,0.9,0.2038,NA,0.158325644114951
TRUE,TRUE,0.05,0.05,0.8975,0.1,0.2,0.1,0.01,0.9,0.3706,NA,0.153672318713137
TRUE,TRUE,0.05,0.05,0.9,0.1,0.2,0.1,0.01,0.9,0.1998,NA,0.161061296764695
TRUE,TRUE,0.05,0.05,0.9025,0.1,0.2,0.1,0.01,0.9,0.1931,NA,0.158350376473167
TRUE,TRUE,0.05,0.05,0.905,0.1,0.2,0.1,0.01,0.9,0.4397,NA,0.155890467319744
TRUE,TRUE,0.05,0.05,0.9075,0.1,0.2,0.1,0.01,0.9,0,NA,0.154208692694445
TRUE,TRUE,0.05,0.05,0.91,0.1,0.2,0.1,0.01,0.9,0.2252,NA,0.155137433905431
TRUE,TRUE,0.05,0.05,0.9125,0.1,0.2,0.1,0.01,0.9,0.4469,NA,0.154644277079032
TRUE,TRUE,0.05,0.05,0.915,0.1,0.2,0.1,0.01,0.9,0.1742,NA,0.159027775362286
TRUE,TRUE,0.05,0.05,0.9175,0.1,0.2,0.1,0.01,0.9,0.2562,NA,0.154241196777124
TRUE,TRUE,0.05,0.05,0.92,0.1,0.2,0.1,0.01,0.9,0.2576,NA,0.15333426609783
TRUE,TRUE,0.05,0.05,0.9225,0.1,0.2,0.1,0.01,0.9,0,NA,0.151022174757248
TRUE,TRUE,0.05,0.05,0.925,0.1,0.2,0.1,0.01,0.9,0,NA,0.161788712527575
TRUE,TRUE,0.05,0.05,0.9275,0.1,0.2,0.1,0.01,0.9,0.2684,NA,0.156961462024917
TRUE,TRUE,0.05,0.05,0.93,0.1,0.2,0.1,0.01,0.9,0,NA,0.151830928768165
TRUE,TRUE,0.05,0.05,0.9325,0.1,0.2,0.1,0.01,0.9,0.4902,NA,0.152052786574948
TRUE,TRUE,0.05,0.05,0.935,0.1,0.2,0.1,0.01,0.9,0.0445,NA,0.146753189744436
TRUE,TRUE,0.05,0.05,0.9375,0.1,0.2,0.1,0.01,0.9,0,NA,0.149998875841592
TRUE,TRUE,0.05,0.05,0.94,0.1,0.2,0.1,0.01,0.9,0.4563,NA,0.155856324970052
TRUE,TRUE,0.05,0.05,0.9425,0.1,0.2,0.1,0.01,0.9,0,NA,0.150991237680809
TRUE,TRUE,0.05,0.05,0.945,0.1,0.2,0.1,0.01,0.9,0,NA,0.144430271058215
TRUE,TRUE,0.05,0.05,0.9475,0.1,0.2,0.1,0.01,0.9,0,NA,0.14697328137705
TRUE,TRUE,0.05,0.05,0.95,0.1,0.2,0.1,0.01,0.9,0.4516,NA,0.157069032342823
TRUE,TRUE,0.05,0.05,0.9525,0.1,0.2,0.1,0.01,0.9,0,NA,0.143221071063192
TRUE,TRUE,0.05,0.05,0.955,0.1,0.2,0.1,0.01,0.9,0,NA,0.146485659629854
TRUE,TRUE,0.05,0.05,0.9575,0.1,0.2,0.1,0.01,0.9,0.5394,NA,0.150795936721774
TRUE,TRUE,0.05,0.05,0.96,0.1,0.2,0.1,0.01,0.9,0,NA,0.141792813565278
TRUE,TRUE,0.05,0.05,0.9625,0.1,0.2,0.1,0.01,0.9,0,NA,0.143095813167689
TRUE,TRUE,0.05,0.05,0.965,0.1,0.2,0.1,0.01,0.9,0,NA,0.146626200620472
TRUE,TRUE,0.05,0.05,0.9675,0.1,0.2,0.1,0.01,0.9,0,NA,0.14560289990952
TRUE,TRUE,0.05,0.05,0.97,0.1,0.2,0.1,0.01,0.9,0.0615,NA,0.148212316722447
TRUE,TRUE,0.05,0.05,0.9725,0.1,0.2,0.1,0.01,0.9,0.3271,NA,0.141028634132488
TRUE,TRUE,0.05,0.05,0.975,0.1,0.2,0.1,0.01,0.9,0.4042,NA,0.141952318445918
TRUE,TRUE,0.05,0.05,0.9775,0.1,0.2,0.1,0.01,0.9,0,NA,0.139258239198413
TRUE,TRUE,0.05,0.05,0.98,0.1,0.2,0.1,0.01,0.9,0.5102,NA,0.145133897747733
TRUE,TRUE,0.05,0.05,0.9825,0.1,0.2,0.1,0.01,0.9,0.5678,NA,0.143909143578084
TRUE,TRUE,0.05,0.05,0.985,0.1,0.2,0.1,0.01,0.9,0.3556,NA,0.144166284904945
TRUE,TRUE,0.05,0.05,0.9875,0.1,0.2,0.1,0.01,0.9,0.3293,NA,0.140874875921117
TRUE,TRUE,0.05,0.05,0.99,0.1,0.2,0.1,0.01,0.9,0.2506,NA,0.141029160717234
TRUE,TRUE,0.05,0.05,0.9925,0.1,0.2,0.1,0.01,0.9,0.642,NA,0.145660631540684
TRUE,TRUE,0.05,0.05,0.995,0.1,0.2,0.1,0.01,0.9,0.3239,NA,0.139265334272013
TRUE,TRUE,0.05,0.05,0.9975,0.1,0.2,0.1,0.01,0.9,0,NA,0.138465922113429
TRUE,TRUE,0.05,0.05,1,0.1,0.2,0.1,0.01,0.9,0,NA,0.132019049866785
"global","stock","m","g","b","d","c_","del","r","f","rho","vul","equlbr"
FALSE,TRUE,0.05,0.05,0.2,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2025,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.205,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.21,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.215,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.22,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.23,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.235,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.24,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.245,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.25,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.255,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.26,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.265,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2675,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.27,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2725,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2775,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.28,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2825,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.285,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2875,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.29,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2925,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.295,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.2975,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3025,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.305,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.31,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.315,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.32,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.33,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.335,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.34,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.345,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.35,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.355,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.36,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.365,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3675,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.37,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3725,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3775,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.38,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3825,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.385,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3875,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.39,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3925,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.395,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.3975,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4025,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.405,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.41,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.415,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.42,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.43,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.435,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.44,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.445,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.45,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.455,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.46,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.465,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4675,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.47,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4725,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4775,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.48,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4825,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.485,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4875,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.49,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4925,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.495,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.4975,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5025,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.505,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.51,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.515,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.52,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.53,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.535,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.54,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.545,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.55,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.555,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.56,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.565,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5675,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.57,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5725,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5775,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.58,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5825,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.585,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5875,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.59,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5925,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.595,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.5975,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6025,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.605,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.61,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.615,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.62,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.63,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.635,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.64,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.645,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.6475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,TRUE,0.05,0.05,0.65,0.1,0.2,0.1,0.01,0.9,0,NA,0
