"global","stock","m","g","b","d","c_","del","r","f","rho_plus","vul","eq"
"global","stock","m","g","b","d","c_","del","r","f","rho","vul","equlbr"
FALSE,FALSE,0.05,0,0.865,0.1,0.2,0.1,0.01,0.9,0,NA,9.79283074049253e-05
FALSE,FALSE,0.05,0,0.8675,0.1,0.2,0.1,0.01,0.9,0,NA,9.79283074049253e-05
FALSE,FALSE,0.05,0,0.87,0.1,0.2,0.1,0.01,0.9,0.0029,0.383333333333333,7.00323405777829e-05
FALSE,FALSE,0.05,0,0.8725,0.1,0.2,0.1,0.01,0.9,0,NA,9.80452768088961e-05
FALSE,FALSE,0.05,0,0.875,0.1,0.2,0.1,0.01,0.9,0.011,0.342857142857143,7.00323405777829e-05
FALSE,FALSE,0.05,0,0.8775,0.1,0.2,0.1,0.01,0.9,0,1,4.20194043466697e-05
FALSE,FALSE,0.05,0,0.88,0.1,0.2,0.1,0.01,0.9,0,NA,4.20766454009003e-05
FALSE,FALSE,0.05,0,0.8825,0.1,0.2,0.1,0.01,0.9,0,NA,9.81788392687674e-05
FALSE,FALSE,0.05,0,0.885,0.1,0.2,0.1,0.01,0.9,0.0074,0.443661971830986,1.40255484669668e-05
FALSE,FALSE,0.05,0,0.8875,0.1,0.2,0.1,0.01,0.9,0,NA,9.81788392687674e-05
FALSE,FALSE,0.05,0,0.89,0.1,0.2,0.1,0.01,0.9,0,NA,9.82981281551306e-05
FALSE,FALSE,0.05,0,0.8925,0.1,0.2,0.1,0.01,0.9,0,NA,9.82981281551306e-05
FALSE,FALSE,0.05,0,0.895,0.1,0.2,0.1,0.01,0.9,0,NA,4.21277692093417e-05
FALSE,FALSE,0.05,0,0.8975,0.1,0.2,0.1,0.01,0.9,0,NA,9.82981281551306e-05
FALSE,FALSE,0.05,0,0.9,0.1,0.2,0.1,0.01,0.9,0,NA,4.21873004549481e-05
FALSE,FALSE,0.05,0,0.9025,0.1,0.2,0.1,0.01,0.9,0,NA,4.21873004549481e-05
FALSE,FALSE,0.05,0,0.905,0.1,0.2,0.1,0.01,0.9,0.0025,0.34,7.03121674249135e-05
FALSE,FALSE,0.05,0,0.9075,0.1,0.2,0.1,0.01,0.9,0,NA,4.21873004549481e-05
FALSE,FALSE,0.05,0,0.91,0.1,0.2,0.1,0.01,0.9,0.0373,0.390835579514825,0.000464060305004429
FALSE,FALSE,0.05,0,0.9125,0.1,0.2,0.1,0.01,0.9,0.0083,0.292207792207792,0.000126671234661759
FALSE,FALSE,0.05,0,0.915,0.1,0.2,0.1,0.01,0.9,0.0056,0.412280701754386,7.03729081454217e-05
FALSE,FALSE,0.05,0,0.9175,0.1,0.2,0.1,0.01,0.9,0.0177,0.440340909090909,0.000239267887694434
FALSE,FALSE,0.05,0,0.92,0.1,0.2,0.1,0.01,0.9,0.0045,0.345238095238095,1.40745816290843e-05
FALSE,FALSE,0.05,0,0.9225,0.1,0.2,0.1,0.01,0.9,0.0092,0.404494382022472,7.04492936251617e-05
FALSE,FALSE,0.05,0,0.925,0.1,0.2,0.1,0.01,0.9,0.0388,0.381578947368421,0.000126808728525291
FALSE,FALSE,0.05,0,0.9275,0.1,0.2,0.1,0.01,0.9,0,NA,0.000154988445975356
FALSE,FALSE,0.05,0,0.93,0.1,0.2,0.1,0.01,0.9,0.0163,0.421875,7.04492936251617e-05
FALSE,FALSE,0.05,0,0.9325,0.1,0.2,0.1,0.01,0.9,0.011,0.434579439252336,0.000239826548240157
FALSE,FALSE,0.05,0,0.935,0.1,0.2,0.1,0.01,0.9,0.0035,0.46969696969697,0.000239826548240157
FALSE,FALSE,0.05,0,0.9375,0.1,0.2,0.1,0.01,0.9,0.0065,0.408333333333333,0.000126966996127142
FALSE,FALSE,0.05,0,0.94,0.1,0.2,0.1,0.01,0.9,0.0032,0.424242424242424,0.000126966996127142
FALSE,FALSE,0.05,0,0.9425,0.1,0.2,0.1,0.01,0.9,0,NA,4.23663930543969e-05
FALSE,FALSE,0.05,0,0.945,0.1,0.2,0.1,0.01,0.9,0.0094,0.402173913043478,7.06106550906615e-05
FALSE,FALSE,0.05,0,0.9475,0.1,0.2,0.1,0.01,0.9,0.0038,0.391891891891892,0.000296564751380778
FALSE,FALSE,0.05,0,0.95,0.1,0.2,0.1,0.01,0.9,0,NA,4.23663930543969e-05
FALSE,FALSE,0.05,0,0.9525,0.1,0.2,0.1,0.01,0.9,0.0197,0.428947368421053,0.00024031146071811
FALSE,FALSE,0.05,0,0.955,0.1,0.2,0.1,0.01,0.9,0.0057,0.392857142857143,0.00024031146071811
FALSE,FALSE,0.05,0,0.9575,0.1,0.2,0.1,0.01,0.9,0,NA,9.89517779427513e-05
FALSE,FALSE,0.05,0,0.96,0.1,0.2,0.1,0.01,0.9,0.0237,0.360619469026549,0.000127223714497823
FALSE,FALSE,0.05,0,0.9625,0.1,0.2,0.1,0.01,0.9,0.0067,0.390625,7.07542192123099e-05
FALSE,FALSE,0.05,0,0.965,0.1,0.2,0.1,0.01,0.9,0.0058,0.403508771929825,7.07542192123099e-05
FALSE,FALSE,0.05,0,0.9675,0.1,0.2,0.1,0.01,0.9,0.0033,0.370967741935484,0.000127357594582158
FALSE,FALSE,0.05,0,0.97,0.1,0.2,0.1,0.01,0.9,0.0209,0.393564356435644,0.000127357594582158
FALSE,FALSE,0.05,0,0.9725,0.1,0.2,0.1,0.01,0.9,0,NA,4.25011390544157e-05
FALSE,FALSE,0.05,0,0.975,0.1,0.2,0.1,0.01,0.9,0,NA,4.25011390544157e-05
FALSE,FALSE,0.05,0,0.9775,0.1,0.2,0.1,0.01,0.9,0.0121,0.370689655172414,0.000184171602569135
FALSE,FALSE,0.05,0,0.98,0.1,0.2,0.1,0.01,0.9,0,NA,9.91693244603033e-05
FALSE,FALSE,0.05,0,0.9825,0.1,0.2,0.1,0.01,0.9,0.0034,0.318181818181818,7.09083509836119e-05
FALSE,FALSE,0.05,0,0.985,0.1,0.2,0.1,0.01,0.9,0,NA,4.25450105901671e-05
FALSE,FALSE,0.05,0,0.9875,0.1,0.2,0.1,0.01,0.9,0,1,9.92716913770567e-05
FALSE,FALSE,0.05,0,0.99,0.1,0.2,0.1,0.01,0.9,0,NA,0.000155998372163946
FALSE,FALSE,0.05,0,0.9925,0.1,0.2,0.1,0.01,0.9,1e-04,1,0.000156150514892139
FALSE,FALSE,0.05,0,0.995,0.1,0.2,0.1,0.01,0.9,0.0018,0.416666666666667,0.0001845415175998
FALSE,FALSE,0.05,0,0.9975,0.1,0.2,0.1,0.01,0.9,0,NA,4.25865040614924e-05
FALSE,FALSE,0.05,0,1,0.1,0.2,0.1,0.01,0.9,0,NA,4.25865040614924e-05
"global","stock","m","g","b","d","c_","del","r","f","rho","vul","equlbr"
TRUE,TRUE,0.05,0,0.2,0.1,0.2,0.1,0.01,0.9,0,NA,4.15034083027145e-05
TRUE,TRUE,0.05,0,0.2025,0.1,0.2,0.1,0.01,0.9,2e-04,NA,7.70777582764698e-05
TRUE,TRUE,0.05,0,0.205,0.1,0.2,0.1,0.01,0.9,0.0013,NA,0.000243091391487328
TRUE,TRUE,0.05,0,0.2075,0.1,0.2,0.1,0.01,0.9,3e-04,NA,0.000290523858119001
TRUE,TRUE,0.05,0,0.21,0.1,0.2,0.1,0.01,0.9,0,NA,4.52365383246593e-05
TRUE,TRUE,0.05,0,0.2125,0.1,0.2,0.1,0.01,0.9,0,NA,4.52365383246593e-05
TRUE,TRUE,0.05,0,0.215,0.1,0.2,0.1,0.01,0.9,0.001,NA,0.000420053570157551
TRUE,TRUE,0.05,0,0.2175,0.1,0.2,0.1,0.01,0.9,0.0023,NA,0.000833644777697293
TRUE,TRUE,0.05,0,0.22,0.1,0.2,0.1,0.01,0.9,0,NA,0.000200333241152063
TRUE,TRUE,0.05,0,0.2225,0.1,0.2,0.1,0.01,0.9,4e-04,NA,0.000284040134722079
TRUE,TRUE,0.05,0,0.225,0.1,0.2,0.1,0.01,0.9,0.0031,NA,0.000450307530656954
TRUE,TRUE,0.05,0,0.2275,0.1,0.2,0.1,0.01,0.9,0.001,NA,0.000145483971443016
TRUE,TRUE,0.05,0,0.23,0.1,0.2,0.1,0.01,0.9,0,NA,8.10709330301908e-05
TRUE,TRUE,0.05,0,0.2325,0.1,0.2,0.1,0.01,0.9,0,NA,2.21102544627793e-05
TRUE,TRUE,0.05,0,0.235,0.1,0.2,0.1,0.01,0.9,0.0017,NA,0.000154771781239455
TRUE,TRUE,0.05,0,0.2375,0.1,0.2,0.1,0.01,0.9,0,NA,2.21102544627793e-05
TRUE,TRUE,0.05,0,0.24,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.000479055513360218
TRUE,TRUE,0.05,0,0.2425,0.1,0.2,0.1,0.01,0.9,3e-04,NA,0.000334149515311782
TRUE,TRUE,0.05,0,0.245,0.1,0.2,0.1,0.01,0.9,0,NA,0.000209814811939956
TRUE,TRUE,0.05,0,0.2475,0.1,0.2,0.1,0.01,0.9,6e-04,NA,0.000769320977113171
TRUE,TRUE,0.05,0,0.25,0.1,0.2,0.1,0.01,0.9,0,NA,0.000116563784411087
TRUE,TRUE,0.05,0,0.2525,0.1,0.2,0.1,0.01,0.9,0.0019,NA,0.00056226694236348
TRUE,TRUE,0.05,0,0.255,0.1,0.2,0.1,0.01,0.9,0.0025,NA,0.00052967175729893
TRUE,TRUE,0.05,0,0.2575,0.1,0.2,0.1,0.01,0.9,0,NA,8.96367589275113e-05
TRUE,TRUE,0.05,0,0.26,0.1,0.2,0.1,0.01,0.9,4e-04,NA,0.000334100646911633
TRUE,TRUE,0.05,0,0.2625,0.1,0.2,0.1,0.01,0.9,0,NA,5.95764178463136e-05
TRUE,TRUE,0.05,0,0.265,0.1,0.2,0.1,0.01,0.9,0,NA,9.36200851870642e-05
TRUE,TRUE,0.05,0,0.2675,0.1,0.2,0.1,0.01,0.9,0,NA,0.000127663752527815
TRUE,TRUE,0.05,0,0.27,0.1,0.2,0.1,0.01,0.9,7e-04,NA,4.25545841759383e-05
TRUE,TRUE,0.05,0,0.2725,0.1,0.2,0.1,0.01,0.9,5e-04,NA,0.000256575904667699
TRUE,TRUE,0.05,0,0.275,0.1,0.2,0.1,0.01,0.9,0.0018,NA,0.000256575904667699
TRUE,TRUE,0.05,0,0.2775,0.1,0.2,0.1,0.01,0.9,3e-04,NA,0.000309660574598947
TRUE,TRUE,0.05,0,0.28,0.1,0.2,0.1,0.01,0.9,0.0016,NA,8.22968929773615e-05
TRUE,TRUE,0.05,0,0.2825,0.1,0.2,0.1,0.01,0.9,8e-04,NA,0.000228602480492671
TRUE,TRUE,0.05,0,0.285,0.1,0.2,0.1,0.01,0.9,8e-04,NA,4.57204960985342e-05
TRUE,TRUE,0.05,0,0.2875,0.1,0.2,0.1,0.01,0.9,0,NA,6.40086945379478e-05
TRUE,TRUE,0.05,0,0.29,0.1,0.2,0.1,0.01,0.9,0.0028,NA,0.00091666733883448
TRUE,TRUE,0.05,0,0.2925,0.1,0.2,0.1,0.01,0.9,0,NA,0.00010395196625958
TRUE,TRUE,0.05,0,0.295,0.1,0.2,0.1,0.01,0.9,0.0031,NA,0.000463058758792675
TRUE,TRUE,0.05,0,0.2975,0.1,0.2,0.1,0.01,0.9,5e-04,NA,0.000349656613782224
TRUE,TRUE,0.05,0,0.3,0.1,0.2,0.1,0.01,0.9,1e-04,NA,0.000184475811136601
TRUE,TRUE,0.05,0,0.3025,0.1,0.2,0.1,0.01,0.9,0.0013,NA,0.000631101459151529
TRUE,TRUE,0.05,0,0.305,0.1,0.2,0.1,0.01,0.9,0.0016,NA,8.73832789594425e-05
TRUE,TRUE,0.05,0,0.3075,0.1,0.2,0.1,0.01,0.9,7e-04,NA,0.000553427433409803
TRUE,TRUE,0.05,0,0.31,0.1,0.2,0.1,0.01,0.9,8e-04,NA,0.000320405356184623
TRUE,TRUE,0.05,0,0.3125,0.1,0.2,0.1,0.01,0.9,4e-04,NA,8.97007576634087e-05
TRUE,TRUE,0.05,0,0.315,0.1,0.2,0.1,0.01,0.9,0,NA,2.99002525544696e-05
TRUE,TRUE,0.05,0,0.3175,0.1,0.2,0.1,0.01,0.9,3e-04,NA,0.000169434764475327
TRUE,TRUE,0.05,0,0.32,0.1,0.2,0.1,0.01,0.9,0,NA,6.9767255960429e-05
TRUE,TRUE,0.05,0,0.3225,0.1,0.2,0.1,0.01,0.9,0,NA,0.000153146671691052
TRUE,TRUE,0.05,0,0.325,0.1,0.2,0.1,0.01,0.9,0,NA,0.000112307559240105
TRUE,TRUE,0.05,0,0.3275,0.1,0.2,0.1,0.01,0.9,0,NA,0.000153146671691052
TRUE,TRUE,0.05,0,0.33,0.1,0.2,0.1,0.01,0.9,0,NA,7.14684467891578e-05
TRUE,TRUE,0.05,0,0.3325,0.1,0.2,0.1,0.01,0.9,0.0027,NA,0.00013532094331866
TRUE,TRUE,0.05,0,0.335,0.1,0.2,0.1,0.01,0.9,0,NA,0.000114502336654251
TRUE,TRUE,0.05,0,0.3375,0.1,0.2,0.1,0.01,0.9,0,NA,0.00015613954998307
TRUE,TRUE,0.05,0,0.34,0.1,0.2,0.1,0.01,0.9,0.0013,NA,0.000223253672324617
TRUE,TRUE,0.05,0,0.3425,0.1,0.2,0.1,0.01,0.9,6e-04,NA,9.56801452819787e-05
TRUE,TRUE,0.05,0,0.345,0.1,0.2,0.1,0.01,0.9,0.0035,NA,0.000691023271480957
TRUE,TRUE,0.05,0,0.3475,0.1,0.2,0.1,0.01,0.9,4e-04,NA,0.000180729163310404
TRUE,TRUE,0.05,0,0.35,0.1,0.2,0.1,0.01,0.9,0.0011,NA,0.000138204654296191
TRUE,TRUE,0.05,0,0.3525,0.1,0.2,0.1,0.01,0.9,0.0018,NA,0.000356792371689236
TRUE,TRUE,0.05,0,0.355,0.1,0.2,0.1,0.01,0.9,0.0037,NA,0.000183802130870213
TRUE,TRUE,0.05,0,0.3575,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.000356792371689236
TRUE,TRUE,0.05,0,0.36,0.1,0.2,0.1,0.01,0.9,0,NA,7.56832303583229e-05
TRUE,TRUE,0.05,0,0.3625,0.1,0.2,0.1,0.01,0.9,0,NA,0.000120922806100401
TRUE,TRUE,0.05,0,0.365,0.1,0.2,0.1,0.01,0.9,0,NA,0.000120922806100401
TRUE,TRUE,0.05,0,0.3675,0.1,0.2,0.1,0.01,0.9,5e-04,NA,9.89368413548736e-05
TRUE,TRUE,0.05,0,0.37,0.1,0.2,0.1,0.01,0.9,0.0036,NA,0.000450712277283313
TRUE,TRUE,0.05,0,0.3725,0.1,0.2,0.1,0.01,0.9,0.0017,NA,0.000323787538634851
TRUE,TRUE,0.05,0,0.375,0.1,0.2,0.1,0.01,0.9,0.0012,NA,0.000100485787852195
TRUE,TRUE,0.05,0,0.3775,0.1,0.2,0.1,0.01,0.9,0.0011,NA,0.000189806488165258
TRUE,TRUE,0.05,0,0.38,0.1,0.2,0.1,0.01,0.9,0,NA,3.34952626173984e-05
TRUE,TRUE,0.05,0,0.3825,0.1,0.2,0.1,0.01,0.9,0.0011,NA,0.000192536100323881
TRUE,TRUE,0.05,0,0.385,0.1,0.2,0.1,0.01,0.9,0,NA,3.39769588806848e-05
TRUE,TRUE,0.05,0,0.3875,0.1,0.2,0.1,0.01,0.9,0.0046,NA,0.000373746547687533
TRUE,TRUE,0.05,0,0.39,0.1,0.2,0.1,0.01,0.9,0.0023,NA,0.000147233488482968
TRUE,TRUE,0.05,0,0.3925,0.1,0.2,0.1,0.01,0.9,0,NA,8.03180388702533e-05
TRUE,TRUE,0.05,0,0.395,0.1,0.2,0.1,0.01,0.9,3e-04,NA,0.000149162072187613
TRUE,TRUE,0.05,0,0.3975,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.00024095411661076
TRUE,TRUE,0.05,0,0.4,0.1,0.2,0.1,0.01,0.9,0,NA,3.48216230167053e-05
TRUE,TRUE,0.05,0,0.4025,0.1,0.2,0.1,0.01,0.9,0.0024,NA,0.000150893699739056
TRUE,TRUE,0.05,0,0.405,0.1,0.2,0.1,0.01,0.9,7e-04,NA,5.80360383611755e-05
TRUE,TRUE,0.05,0,0.4075,0.1,0.2,0.1,0.01,0.9,0,NA,0.000127679284394586
TRUE,TRUE,0.05,0,0.41,0.1,0.2,0.1,0.01,0.9,0,NA,0.000129164269380011
TRUE,TRUE,0.05,0,0.4125,0.1,0.2,0.1,0.01,0.9,0,NA,0.000129164269380011
TRUE,TRUE,0.05,0,0.415,0.1,0.2,0.1,0.01,0.9,0.0017,NA,0.000105679856765463
TRUE,TRUE,0.05,0,0.4175,0.1,0.2,0.1,0.01,0.9,0.0013,NA,0.000199617507223653
TRUE,TRUE,0.05,0,0.42,0.1,0.2,0.1,0.01,0.9,0.0037,NA,5.92853780318155e-05
TRUE,TRUE,0.05,0,0.4225,0.1,0.2,0.1,0.01,0.9,0.0018,NA,0.000201570285308173
TRUE,TRUE,0.05,0,0.425,0.1,0.2,0.1,0.01,0.9,0.0021,NA,0.000106713680457268
TRUE,TRUE,0.05,0,0.4275,0.1,0.2,0.1,0.01,0.9,0.001,NA,0.000201570285308173
TRUE,TRUE,0.05,0,0.43,0.1,0.2,0.1,0.01,0.9,0,NA,0.00022764460200001
TRUE,TRUE,0.05,0,0.4325,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.000107831653578952
TRUE,TRUE,0.05,0,0.435,0.1,0.2,0.1,0.01,0.9,6e-04,NA,0.000203682012315799
TRUE,TRUE,0.05,0,0.4375,0.1,0.2,0.1,0.01,0.9,0.0016,NA,0.000203682012315799
TRUE,TRUE,0.05,0,0.44,0.1,0.2,0.1,0.01,0.9,0,NA,0.000131794243263164
TRUE,TRUE,0.05,0,0.4425,0.1,0.2,0.1,0.01,0.9,0.0038,NA,0.00015710699107737
TRUE,TRUE,0.05,0,0.445,0.1,0.2,0.1,0.01,0.9,0.001,NA,6.04257657989887e-05
TRUE,TRUE,0.05,0,0.4475,0.1,0.2,0.1,0.01,0.9,0.0015,NA,6.04257657989887e-05
TRUE,TRUE,0.05,0,0.45,0.1,0.2,0.1,0.01,0.9,0,NA,8.45960721185841e-05
TRUE,TRUE,0.05,0,0.4525,0.1,0.2,0.1,0.01,0.9,0,NA,0.000231603612444015
TRUE,TRUE,0.05,0,0.455,0.1,0.2,0.1,0.01,0.9,0,NA,0.000134086301941272
TRUE,TRUE,0.05,0,0.4575,0.1,0.2,0.1,0.01,0.9,0,NA,3.65689914385287e-05
TRUE,TRUE,0.05,0,0.46,0.1,0.2,0.1,0.01,0.9,0.005,NA,0.000405120867916261
TRUE,TRUE,0.05,0,0.4625,0.1,0.2,0.1,0.01,0.9,0,NA,3.68291698105692e-05
TRUE,TRUE,0.05,0,0.465,0.1,0.2,0.1,0.01,0.9,0.003,NA,0.000208698628926559
TRUE,TRUE,0.05,0,0.4675,0.1,0.2,0.1,0.01,0.9,0.0014,NA,6.13819496842819e-05
TRUE,TRUE,0.05,0,0.47,0.1,0.2,0.1,0.01,0.9,0.006,NA,0.000804405718892843
TRUE,TRUE,0.05,0,0.4725,0.1,0.2,0.1,0.01,0.9,0.0029,NA,0.000111379253385163
TRUE,TRUE,0.05,0,0.475,0.1,0.2,0.1,0.01,0.9,0,NA,0.000185632088975271
TRUE,TRUE,0.05,0,0.4775,0.1,0.2,0.1,0.01,0.9,0.001,NA,6.18773629917571e-05
TRUE,TRUE,0.05,0,0.48,0.1,0.2,0.1,0.01,0.9,9e-04,NA,6.22713592047215e-05
TRUE,TRUE,0.05,0,0.4825,0.1,0.2,0.1,0.01,0.9,0.0062,NA,0.00026153970865983
TRUE,TRUE,0.05,0,0.485,0.1,0.2,0.1,0.01,0.9,0,NA,8.71799028866101e-05
TRUE,TRUE,0.05,0,0.4875,0.1,0.2,0.1,0.01,0.9,0,NA,8.71799028866101e-05
TRUE,TRUE,0.05,0,0.49,0.1,0.2,0.1,0.01,0.9,0,NA,0.000136996990250387
TRUE,TRUE,0.05,0,0.4925,0.1,0.2,0.1,0.01,0.9,0.0023,NA,0.00016300609262913
TRUE,TRUE,0.05,0,0.495,0.1,0.2,0.1,0.01,0.9,0.0019,NA,0.000112850371820167
TRUE,TRUE,0.05,0,0.4975,0.1,0.2,0.1,0.01,0.9,0.0035,NA,0.000112850371820167
TRUE,TRUE,0.05,0,0.5,0.1,0.2,0.1,0.01,0.9,0,NA,8.77725114156856e-05
TRUE,TRUE,0.05,0,0.5025,0.1,0.2,0.1,0.01,0.9,0.0033,NA,6.31129602936835e-05
TRUE,TRUE,0.05,0,0.505,0.1,0.2,0.1,0.01,0.9,0.0013,NA,0.00011360332852863
TRUE,TRUE,0.05,0,0.5075,0.1,0.2,0.1,0.01,0.9,1e-04,NA,0.00018933888088105
TRUE,TRUE,0.05,0,0.51,0.1,0.2,0.1,0.01,0.9,0,NA,0.000138848512646104
TRUE,TRUE,0.05,0,0.5125,0.1,0.2,0.1,0.01,0.9,0,NA,8.88323973999145e-05
TRUE,TRUE,0.05,0,0.515,0.1,0.2,0.1,0.01,0.9,0.0013,NA,6.34517124285104e-05
TRUE,TRUE,0.05,0,0.5175,0.1,0.2,0.1,0.01,0.9,0.0041,NA,0.000215735822256935
TRUE,TRUE,0.05,0,0.52,0.1,0.2,0.1,0.01,0.9,0,NA,3.80710274571062e-05
TRUE,TRUE,0.05,0,0.5225,0.1,0.2,0.1,0.01,0.9,0.0024,NA,0.000114825274691155
TRUE,TRUE,0.05,0,0.525,0.1,0.2,0.1,0.01,0.9,0.0017,NA,0.000165858730109447
TRUE,TRUE,0.05,0,0.5275,0.1,0.2,0.1,0.01,0.9,0.0033,NA,0.000114825274691155
TRUE,TRUE,0.05,0,0.53,0.1,0.2,0.1,0.01,0.9,7e-04,NA,6.37918192728641e-05
TRUE,TRUE,0.05,0,0.5325,0.1,0.2,0.1,0.01,0.9,0.0018,NA,0.000115412964160098
TRUE,TRUE,0.05,0,0.535,0.1,0.2,0.1,0.01,0.9,0.0046,NA,6.41183134222765e-05
TRUE,TRUE,0.05,0,0.5375,0.1,0.2,0.1,0.01,0.9,0.0023,NA,0.000166707614897919
TRUE,TRUE,0.05,0,0.54,0.1,0.2,0.1,0.01,0.9,0,NA,3.84709880533659e-05
TRUE,TRUE,0.05,0,0.5425,0.1,0.2,0.1,0.01,0.9,0.0067,NA,6.44365557430506e-05
TRUE,TRUE,0.05,0,0.545,0.1,0.2,0.1,0.01,0.9,0,NA,0.000141760422634711
TRUE,TRUE,0.05,0,0.5475,0.1,0.2,0.1,0.01,0.9,0.0024,NA,1.28873111486101e-05
TRUE,TRUE,0.05,0,0.55,0.1,0.2,0.1,0.01,0.9,8e-04,NA,6.44365557430506e-05
TRUE,TRUE,0.05,0,0.5525,0.1,0.2,0.1,0.01,0.9,0,NA,0.000142466798388369
TRUE,TRUE,0.05,0,0.555,0.1,0.2,0.1,0.01,0.9,0,NA,0.000142466798388369
TRUE,TRUE,0.05,0,0.5575,0.1,0.2,0.1,0.01,0.9,0.0019,NA,0.000116563744135938
TRUE,TRUE,0.05,0,0.56,0.1,0.2,0.1,0.01,0.9,0.001,NA,1.3006960375503e-05
TRUE,TRUE,0.05,0,0.5625,0.1,0.2,0.1,0.01,0.9,0.0031,NA,0.000117062643379527
TRUE,TRUE,0.05,0,0.565,0.1,0.2,0.1,0.01,0.9,8e-04,NA,6.50348018775151e-05
TRUE,TRUE,0.05,0,0.5675,0.1,0.2,0.1,0.01,0.9,0,NA,0.000247132247134557
TRUE,TRUE,0.05,0,0.57,0.1,0.2,0.1,0.01,0.9,0.0047,NA,0.000117594234143894
TRUE,TRUE,0.05,0,0.5725,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.000117594234143894
TRUE,TRUE,0.05,0,0.575,0.1,0.2,0.1,0.01,0.9,0,NA,0.000195990390239823
TRUE,TRUE,0.05,0,0.5775,0.1,0.2,0.1,0.01,0.9,3e-04,NA,0.000117594234143894
TRUE,TRUE,0.05,0,0.58,0.1,0.2,0.1,0.01,0.9,0,NA,9.18151919542849e-05
TRUE,TRUE,0.05,0,0.5825,0.1,0.2,0.1,0.01,0.9,0.0019,NA,6.55822799673464e-05
TRUE,TRUE,0.05,0,0.585,0.1,0.2,0.1,0.01,0.9,0,NA,3.93493679804078e-05
TRUE,TRUE,0.05,0,0.5875,0.1,0.2,0.1,0.01,0.9,0,NA,3.93493679804078e-05
TRUE,TRUE,0.05,0,0.59,0.1,0.2,0.1,0.01,0.9,0.0016,NA,0.000118491426226473
TRUE,TRUE,0.05,0,0.5925,0.1,0.2,0.1,0.01,0.9,0.0023,NA,6.58285701258186e-05
TRUE,TRUE,0.05,0,0.595,0.1,0.2,0.1,0.01,0.9,0,NA,9.2159998176146e-05
TRUE,TRUE,0.05,0,0.5975,0.1,0.2,0.1,0.01,0.9,0,NA,0.000144822854276801
TRUE,TRUE,0.05,0,0.6,0.1,0.2,0.1,0.01,0.9,0.0047,NA,1.32105808452567e-05
TRUE,TRUE,0.05,0,0.6025,0.1,0.2,0.1,0.01,0.9,0.0104,NA,0.000224579874369364
TRUE,TRUE,0.05,0,0.605,0.1,0.2,0.1,0.01,0.9,0,NA,0.000145316389297824
TRUE,TRUE,0.05,0,0.6075,0.1,0.2,0.1,0.01,0.9,0.0058,NA,0.000118895227607311
TRUE,TRUE,0.05,0,0.61,0.1,0.2,0.1,0.01,0.9,0,NA,3.97789829851413e-05
TRUE,TRUE,0.05,0,0.6125,0.1,0.2,0.1,0.01,0.9,0,NA,3.97789829851413e-05
TRUE,TRUE,0.05,0,0.615,0.1,0.2,0.1,0.01,0.9,0.0041,NA,0.000225414236915801
TRUE,TRUE,0.05,0,0.6175,0.1,0.2,0.1,0.01,0.9,0,NA,9.28176269653296e-05
TRUE,TRUE,0.05,0,0.62,0.1,0.2,0.1,0.01,0.9,0.0076,NA,0.000225414236915801
TRUE,TRUE,0.05,0,0.6225,0.1,0.2,0.1,0.01,0.9,0.0098,NA,0.000439139291892598
TRUE,TRUE,0.05,0,0.625,0.1,0.2,0.1,0.01,0.9,3e-04,NA,6.65362563473634e-05
TRUE,TRUE,0.05,0,0.6275,0.1,0.2,0.1,0.01,0.9,0.0015,NA,0.000172994266503145
TRUE,TRUE,0.05,0,0.63,0.1,0.2,0.1,0.01,0.9,0.0074,NA,0.000279452276658926
TRUE,TRUE,0.05,0,0.6325,0.1,0.2,0.1,0.01,0.9,0,NA,9.34142294465911e-05
TRUE,TRUE,0.05,0,0.635,0.1,0.2,0.1,0.01,0.9,0.0025,NA,0.000120104009288474
TRUE,TRUE,0.05,0,0.6375,0.1,0.2,0.1,0.01,0.9,0.002,NA,0.000173483568972241
TRUE,TRUE,0.05,0,0.64,0.1,0.2,0.1,0.01,0.9,0.0012,NA,0.000173483568972241
TRUE,TRUE,0.05,0,0.6425,0.1,0.2,0.1,0.01,0.9,0,NA,4.0150936792622e-05
TRUE,TRUE,0.05,0,0.645,0.1,0.2,0.1,0.01,0.9,0.004,NA,6.69182279877032e-05
TRUE,TRUE,0.05,0,0.6475,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.000227521975158191
TRUE,TRUE,0.05,0,0.65,0.1,0.2,0.1,0.01,0.9,0.004,NA,0.000227521975158191
TRUE,TRUE,0.05,0,0.6525,0.1,0.2,0.1,0.01,0.9,0.0045,NA,0.000228233308416442
TRUE,TRUE,0.05,0,0.655,0.1,0.2,0.1,0.01,0.9,0.0014,NA,0.000228233308416442
TRUE,TRUE,0.05,0,0.6575,0.1,0.2,0.1,0.01,0.9,0,NA,9.39784211126525e-05
TRUE,TRUE,0.05,0,0.66,0.1,0.2,0.1,0.01,0.9,0,NA,0.000147680376034168
TRUE,TRUE,0.05,0,0.6625,0.1,0.2,0.1,0.01,0.9,0,NA,0.000148087994095517
