"ID","starting","grazing","environmt","mort_int","mortality","mortality_border","rho_plus","rho_plus_ungrazed","q_plus","q_plus_ungrazed","rho_zero","rho_minus"
254,"high",0.8,0.3,0.2,NA,NA,0,0,0,0,0.0917486513486513,0.908251348651349
252,"high",0.7,1,0.2,NA,NA,0,0.705279120879121,0,0.73053257517538,0.0904411588411588,0.909558841158841
251,"high",0.7,0.9,0.2,NA,NA,0,0.661226373626374,0,0.69647791635267,0.0944527472527473,0.905547252747253
256,"high",0.8,0.5,0.2,NA,NA,0,0,0,0,0.0889822177822178,0.911017782217782
255,"high",0.8,0.4,0.2,NA,NA,0,0,0,0,0.089838961038961,0.910161038961039
259,"high",0.8,0.8,0.2,NA,NA,0,0.596203796203796,0,0.646707312515133,0.090551048951049,0.909448951048951
260,"high",0.8,0.9,0.2,NA,NA,0,0.658741258741259,0,0.69408049224831,0.0927204795204795,0.90727952047952
261,"high",0.8,1,0.2,NA,NA,0,0.704132267732268,0,0.729764883189367,0.091038961038961,0.908961038961039
266,"high",0.9,0.6,0.2,NA,NA,0,0.389803396603397,0,0.517497193041336,0.0954797202797203,0.90452027972028
262,"high",0.9,0.2,0.2,NA,NA,0,0,0,0,0.0881518481518482,0.911848151848152
264,"high",0.9,0.4,0.2,NA,NA,0,0,0,0,0.0893998001998002,0.9106001998002
263,"high",0.9,0.3,0.2,NA,NA,0,0,0,0,0.0914565434565435,0.908543456543457
267,"high",0.9,0.7,0.2,NA,NA,0,0.517048551448551,0,0.591682934097593,0.0886405594405594,0.911359440559441
269,"high",0.9,0.9,0.2,NA,NA,0,0.657965234765235,0,0.693398701644538,0.0876783216783217,0.912321678321678
268,"high",0.9,0.8,0.2,NA,NA,0,0.601423376623377,0,0.650642657451654,0.0868351648351648,0.913164835164835
265,"high",0.9,0.5,0.2,NA,NA,0,0,0,0,0.0862637362637363,0.913736263736264
274,"high",0,0.5,0.3,NA,NA,0,0,0,0,0.0902785214785215,0.909721478521479
270,"high",0.9,1,0.2,NA,NA,0,0.703061738261738,0,0.730103274921112,0.0882005994005994,0.911799400599401
275,"high",0,0.6,0.3,NA,NA,0,0,0,0,0.0933210789210789,0.906678921078921
273,"high",0,0.4,0.3,NA,NA,0,0,0,0,0.0875340659340659,0.912465934065934
276,"high",0,0.7,0.3,NA,NA,0,0,0,0,0.0904743256743257,0.909525674325674
277,"high",0,0.8,0.3,NA,NA,0,0.0480771228771229,0,0.385172721993874,0.0934837162837163,0.906516283716284
271,"high",0,0.2,0.3,NA,NA,0,0,0,0,0.0905106893106893,0.909489310689311
279,"high",0,1,0.3,0.3,0.3,0.517319080919081,0.53063016983017,0.59013233097187,0.597465242979073,0.372119080919081,0.110561838161838
272,"high",0,0.3,0.3,NA,NA,0,0,0,0,0.0937794205794206,0.906220579420579
278,"high",0,0.9,0.3,0.3,0.3,0.409986013986014,0.436344855144855,0.522079377605687,0.539308165516568,0.411106893106893,0.178907092907093
280,"high",0.1,0.2,0.3,NA,NA,0,0,0,0,0.0912127872127872,0.908787212787213
285,"high",0.1,0.7,0.3,NA,NA,0,0,0,0,0.0885514485514486,0.911448551448551
281,"high",0.1,0.3,0.3,NA,NA,0,0,0,0,0.0920483516483517,0.907951648351648
283,"high",0.1,0.5,0.3,NA,NA,0,0,0,0,0.0887084915084915,0.911291508491509
282,"high",0.1,0.4,0.3,NA,NA,0,0,0,0,0.0922841158841159,0.907715884115884
287,"high",0.1,0.9,0.3,0.327352391763919,0.337214016839074,0.204087112887113,0.43283996003996,0.446423202783211,0.535617843799189,0.349784215784216,0.446128671328671
284,"high",0.1,0.6,0.3,NA,NA,0,0,0,0,0.0886817182817183,0.911318281718282
286,"high",0.1,0.8,0.3,NA,NA,0,0.0347912087912088,0,0.389795789726482,0.090628971028971,0.909371028971029
289,"high",0.2,0.2,0.3,NA,NA,0,0,0,0,0.0932255744255744,0.906774425574426
293,"high",0.2,0.6,0.3,NA,NA,0,0,0,0,0.0906133866133866,0.909386613386613
290,"high",0.2,0.3,0.3,NA,NA,0,0,0,0,0.0876775224775225,0.912322477522478
288,"high",0.1,1,0.3,0.322166601497445,0.33403505450153,0.455638361638362,0.520268931068931,0.555740336881642,0.590732769077563,0.398881518481518,0.14548011988012
295,"high",0.2,0.8,0.3,NA,NA,0,0.168898701298701,0,0.424980195799071,0.0881062937062937,0.911893706293706
297,"high",0.2,1,0.3,0.34982357059163,0.37149674746805,0.328927472527473,0.526218981018981,0.499414027739704,0.595670765655679,0.412535064935065,0.258537462537463
291,"high",0.2,0.4,0.3,NA,NA,0,0,0,0,0.0896939060939061,0.910306093906094
294,"high",0.2,0.7,0.3,NA,NA,0,0,0,0,0.0854137862137862,0.914586213786214
292,"high",0.2,0.5,0.3,NA,NA,0,0,0,0,0.0894997002997003,0.9105002997003
296,"high",0.2,0.9,0.3,NA,NA,0,0.433831368631369,0,0.53654116160239,0.087414985014985,0.912585014985015
298,"high",0.3,0.2,0.3,NA,NA,0,0,0,0,0.0896195804195804,0.91038041958042
300,"high",0.3,0.4,0.3,NA,NA,0,0,0,0,0.0929018981018981,0.907098101898102
302,"high",0.3,0.6,0.3,NA,NA,0,0,0,0,0.0948615384615385,0.905138461538462
299,"high",0.3,0.3,0.3,NA,NA,0,0,0,0,0.0925734265734266,0.907426573426573
303,"high",0.3,0.7,0.3,NA,NA,0,0,0,0,0.0879516483516484,0.912048351648352
304,"high",0.3,0.8,0.3,NA,NA,0,0,0,0,0.0873274725274725,0.912672527472527
301,"high",0.3,0.5,0.3,NA,NA,0,0,0,0,0.092037962037962,0.907962037962038
311,"high",0.4,0.6,0.3,NA,NA,0,0,0,0,0.0937062937062937,0.906293706293706
306,"high",0.3,1,0.3,NA,NA,0,0.520694105894106,0,0.59246024115841,0.0901366633366633,0.909863336663337
308,"high",0.4,0.3,0.3,NA,NA,0,0,0,0,0.0874705294705295,0.912529470529471
307,"high",0.4,0.2,0.3,NA,NA,0,0,0,0,0.0902265734265734,0.909773426573427
305,"high",0.3,0.9,0.3,NA,NA,0,0.433388611388611,0,0.539645073511225,0.0919384615384615,0.908061538461538
309,"high",0.4,0.4,0.3,NA,NA,0,0,0,0,0.0927576423576424,0.907242357642358
312,"high",0.4,0.7,0.3,NA,NA,0,0,0,0,0.0864887112887113,0.913511288711289
310,"high",0.4,0.5,0.3,NA,NA,0,0,0,0,0.0868515484515485,0.913148451548452
315,"high",0.4,1,0.3,NA,NA,0,0.524167432567433,0,0.596238249621416,0.0935480519480519,0.906451948051948
316,"high",0.5,0.2,0.3,NA,NA,0,0,0,0,0.0886645354645355,0.911335464535465
313,"high",0.4,0.8,0.3,NA,NA,0,0.0670593406593407,0,0.381366267641279,0.0942757242757243,0.905724275724276
317,"high",0.5,0.3,0.3,NA,NA,0,0,0,0,0.0907808191808192,0.909219180819181
314,"high",0.4,0.9,0.3,NA,NA,0,0.444367232767233,0,0.540829343576179,0.0889222777222777,0.911077722277722
318,"high",0.5,0.4,0.3,NA,NA,0,0,0,0,0.0901386613386613,0.909861338661339
320,"high",0.5,0.6,0.3,NA,NA,0,0,0,0,0.0883524475524475,0.911647552447552
319,"high",0.5,0.5,0.3,NA,NA,0,0,0,0,0.0894581418581419,0.910541858141858
321,"high",0.5,0.7,0.3,NA,NA,0,0,0,0,0.091793006993007,0.908206993006993
328,"high",0.6,0.5,0.3,NA,NA,0,0,0,0,0.0905902097902098,0.90940979020979
326,"high",0.6,0.3,0.3,NA,NA,0,0,0,0,0.0926137862137862,0.907386213786214
325,"high",0.6,0.2,0.3,NA,NA,0,0,0,0,0.0863108891108891,0.913689110889111
323,"high",0.5,0.9,0.3,NA,NA,0,0.434100699300699,0,0.539084915559248,0.0930733266733267,0.906926673326673
324,"high",0.5,1,0.3,NA,NA,0,0.519453746253746,0,0.590706410799953,0.0921806193806194,0.907819380619381
327,"high",0.6,0.4,0.3,NA,NA,0,0,0,0,0.0896603396603397,0.91033966033966
322,"high",0.5,0.8,0.3,NA,NA,0,0.00726153846153846,0,0.271869980699334,0.0931404595404595,0.90685954045954
334,"high",0.7,0.2,0.3,NA,NA,0,0,0,0,0.0863808191808192,0.913619180819181
329,"high",0.6,0.6,0.3,NA,NA,0,0,0,0,0.0940091908091908,0.905990809190809
337,"high",0.7,0.5,0.3,NA,NA,0,0,0,0,0.0910701298701299,0.90892987012987
332,"high",0.6,0.9,0.3,NA,NA,0,0.422006793206793,0,0.531607070135939,0.094027972027972,0.905972027972028
330,"high",0.6,0.7,0.3,NA,NA,0,0,0,0,0.0926005994005994,0.907399400599401
336,"high",0.7,0.4,0.3,NA,NA,0,0,0,0,0.092244955044955,0.907755044955045
331,"high",0.6,0.8,0.3,NA,NA,0,0,0,0,0.0931816183816184,0.906818381618382
338,"high",0.7,0.6,0.3,NA,NA,0,0,0,0,0.0910173826173826,0.908982617382617
333,"high",0.6,1,0.3,NA,NA,0,0.523109290709291,0,0.595489794587598,0.091349050949051,0.908650949050949
335,"high",0.7,0.3,0.3,NA,NA,0,0,0,0,0.0889170829170829,0.911082917082917
339,"high",0.7,0.7,0.3,NA,NA,0,0,0,0,0.0916635364635365,0.908336463536464
341,"high",0.7,0.9,0.3,NA,NA,0,0.432727272727273,0,0.535578782441903,0.0916135864135864,0.908386413586414
345,"high",0.8,0.4,0.3,NA,NA,0,0,0,0,0.0959292707292707,0.904070729270729
342,"high",0.7,1,0.3,NA,NA,0,0.515944055944056,0,0.589098031933228,0.0946361638361638,0.905363836163836
340,"high",0.7,0.8,0.3,NA,NA,0,0.00134465534465534,0,0.134780903412272,0.091434965034965,0.908565034965035
346,"high",0.8,0.5,0.3,NA,NA,0,0,0,0,0.0932067932067932,0.906793206793207
349,"high",0.8,0.8,0.3,NA,NA,0,0,0,0,0.0922225774225774,0.907777422577423
343,"high",0.8,0.2,0.3,NA,NA,0,0,0,0,0.0922769230769231,0.907723076923077
344,"high",0.8,0.3,0.3,NA,NA,0,0,0,0,0.0935436563436563,0.906456343656344
347,"high",0.8,0.6,0.3,NA,NA,0,0,0,0,0.0886317682317682,0.911368231768232
348,"high",0.8,0.7,0.3,NA,NA,0,0,0,0,0.093192007992008,0.906807992007992
352,"high",0.9,0.2,0.3,NA,NA,0,0,0,0,0.0913618381618382,0.908638161838162
350,"high",0.8,0.9,0.3,NA,NA,0,0.430199000999001,0,0.533929664733276,0.0929314685314685,0.907068531468532
354,"high",0.9,0.4,0.3,NA,NA,0,0,0,0,0.0895824175824176,0.910417582417582
351,"high",0.8,1,0.3,NA,NA,0,0.525637562437562,0,0.593029948197581,0.0923944055944056,0.907605594405594
355,"high",0.9,0.5,0.3,NA,NA,0,0,0,0,0.0944675324675325,0.905532467532468
357,"high",0.9,0.7,0.3,NA,NA,0,0,0,0,0.0929846153846154,0.907015384615385
359,"high",0.9,0.9,0.3,NA,NA,0,0.430672127872128,0,0.536164428526917,0.0884575424575425,0.911542457542458
356,"high",0.9,0.6,0.3,NA,NA,0,0,0,0,0.0898565434565435,0.910143456543457
353,"high",0.9,0.3,0.3,NA,NA,0,0,0,0,0.0903948051948052,0.909605194805195
360,"high",0.9,1,0.3,NA,NA,0,0.521257942057942,0,0.59281318573783,0.0921546453546453,0.907845354645355
358,"high",0.9,0.8,0.3,NA,NA,0,0.0452571428571429,0,0.392452937992822,0.0906813186813187,0.909318681318681
362,"high",0,0.3,0.4,NA,NA,0,0,0,0,0.088813986013986,0.911186013986014
364,"high",0,0.5,0.4,NA,NA,0,0,0,0,0.0890133866133866,0.910986613386613
361,"high",0,0.2,0.4,NA,NA,0,0,0,0,0.0923404595404595,0.90765954045954
363,"high",0,0.4,0.4,NA,NA,0,0,0,0,0.0893438561438561,0.910656143856144
367,"high",0,0.8,0.4,NA,NA,0,0,0,0,0.0868203796203796,0.91317962037962
365,"high",0,0.6,0.4,NA,NA,0,0,0,0,0.092374025974026,0.907625974025974
366,"high",0,0.7,0.4,NA,NA,0,0,0,0,0.0927168831168831,0.907283116883117
373,"high",0.1,0.5,0.4,NA,NA,0,0,0,0,0.0911116883116883,0.908888311688312
370,"high",0.1,0.2,0.4,NA,NA,0,0,0,0,0.088232967032967,0.911767032967033
375,"high",0.1,0.7,0.4,NA,NA,0,0,0,0,0.0920871128871129,0.907912887112887
371,"high",0.1,0.3,0.4,NA,NA,0,0,0,0,0.0930873126873127,0.906912687312687
368,"high",0,0.9,0.4,NA,NA,0,0,0,0,0.0883776223776224,0.911622377622378
372,"high",0.1,0.4,0.4,NA,NA,0,0,0,0,0.0925070929070929,0.907492907092907
369,"high",0,1,0.4,NA,NA,0,0,0,0,0.0948543456543457,0.905145654345654
378,"high",0.1,1,0.4,NA,NA,0,0,0,0,0.0902557442557443,0.909744255744256
374,"high",0.1,0.6,0.4,NA,NA,0,0,0,0,0.091000999000999,0.908999000999001
377,"high",0.1,0.9,0.4,NA,NA,0,0,0,0,0.0862177822177822,0.913782217782218
376,"high",0.1,0.8,0.4,NA,NA,0,0,0,0,0.0928847152847153,0.907115284715285
379,"high",0.2,0.2,0.4,NA,NA,0,0,0,0,0.0914841158841159,0.908515884115884
385,"high",0.2,0.8,0.4,NA,NA,0,0,0,0,0.089351048951049,0.910648951048951
384,"high",0.2,0.7,0.4,NA,NA,0,0,0,0,0.0949722277722278,0.905027772227772
382,"high",0.2,0.5,0.4,NA,NA,0,0,0,0,0.0912063936063936,0.908793606393606
383,"high",0.2,0.6,0.4,NA,NA,0,0,0,0,0.0888731268731269,0.911126873126873
380,"high",0.2,0.3,0.4,NA,NA,0,0,0,0,0.0915240759240759,0.908475924075924
388,"high",0.3,0.2,0.4,NA,NA,0,0,0,0,0.088354045954046,0.911645954045954
381,"high",0.2,0.4,0.4,NA,NA,0,0,0,0,0.0894057942057942,0.910594205794206
386,"high",0.2,0.9,0.4,NA,NA,0,0,0,0,0.0930977022977023,0.906902297702298
387,"high",0.2,1,0.4,NA,NA,0,0,0,0,0.0928435564435564,0.907156443556444
389,"high",0.3,0.3,0.4,NA,NA,0,0,0,0,0.0927484515484515,0.907251548451548
391,"high",0.3,0.5,0.4,NA,NA,0,0,0,0,0.0900943056943057,0.909905694305694
393,"high",0.3,0.7,0.4,NA,NA,0,0,0,0,0.0896131868131868,0.910386813186813
390,"high",0.3,0.4,0.4,NA,NA,0,0,0,0,0.0937290709290709,0.906270929070929
396,"high",0.3,1,0.4,NA,NA,0,0,0,0,0.090947052947053,0.909052947052947
395,"high",0.3,0.9,0.4,NA,NA,0,0,0,0,0.0903508491508491,0.909649150849151
398,"high",0.4,0.3,0.4,NA,NA,0,0,0,0,0.0921374625374625,0.907862537462537
394,"high",0.3,0.8,0.4,NA,NA,0,0,0,0,0.0893018981018981,0.910698101898102
397,"high",0.4,0.2,0.4,NA,NA,0,0,0,0,0.0925050949050949,0.907494905094905
392,"high",0.3,0.6,0.4,NA,NA,0,0,0,0,0.092185014985015,0.907814985014985
401,"high",0.4,0.6,0.4,NA,NA,0,0,0,0,0.0894457542457542,0.910554245754246
403,"high",0.4,0.8,0.4,NA,NA,0,0,0,0,0.0932043956043956,0.906795604395604
402,"high",0.4,0.7,0.4,NA,NA,0,0,0,0,0.092179020979021,0.907820979020979
399,"high",0.4,0.4,0.4,NA,NA,0,0,0,0,0.0901538461538462,0.909846153846154
400,"high",0.4,0.5,0.4,NA,NA,0,0,0,0,0.0901814185814186,0.909818581418581
408,"high",0.5,0.4,0.4,NA,NA,0,0,0,0,0.0881338661338661,0.911866133866134
405,"high",0.4,1,0.4,NA,NA,0,0,0,0,0.090366033966034,0.909633966033966
404,"high",0.4,0.9,0.4,NA,NA,0,0,0,0,0.0947304695304695,0.905269530469531
410,"high",0.5,0.6,0.4,NA,NA,0,0,0,0,0.0891480519480519,0.910851948051948
414,"high",0.5,1,0.4,NA,NA,0,0,0,0,0.0862725274725275,0.913727472527473
406,"high",0.5,0.2,0.4,NA,NA,0,0,0,0,0.0872115884115884,0.912788411588412
407,"high",0.5,0.3,0.4,NA,NA,0,0,0,0,0.0879612387612388,0.912038761238761
413,"high",0.5,0.9,0.4,NA,NA,0,0,0,0,0.0878453546453546,0.912154645354645
409,"high",0.5,0.5,0.4,NA,NA,0,0,0,0,0.0893666333666334,0.910633366633367
411,"high",0.5,0.7,0.4,NA,NA,0,0,0,0,0.0895752247752248,0.910424775224775
418,"high",0.6,0.5,0.4,NA,NA,0,0,0,0,0.0891148851148851,0.910885114885115
412,"high",0.5,0.8,0.4,NA,NA,0,0,0,0,0.0897778221778222,0.910222177822178
415,"high",0.6,0.2,0.4,NA,NA,0,0,0,0,0.0872355644355644,0.912764435564436
419,"high",0.6,0.6,0.4,NA,NA,0,0,0,0,0.0916031968031968,0.908396803196803
416,"high",0.6,0.3,0.4,NA,NA,0,0,0,0,0.0890753246753247,0.910924675324675
417,"high",0.6,0.4,0.4,NA,NA,0,0,0,0,0.0902945054945055,0.909705494505495
421,"high",0.6,0.8,0.4,NA,NA,0,0,0,0,0.0925246753246753,0.907475324675325
423,"high",0.6,1,0.4,NA,NA,0,0,0,0,0.0893838161838162,0.910616183816184
424,"high",0.7,0.2,0.4,NA,NA,0,0,0,0,0.0886297702297702,0.91137022977023
426,"high",0.7,0.4,0.4,NA,NA,0,0,0,0,0.092979020979021,0.907020979020979
420,"high",0.6,0.7,0.4,NA,NA,0,0,0,0,0.0885342657342657,0.911465734265734
427,"high",0.7,0.5,0.4,NA,NA,0,0,0,0,0.0916959040959041,0.908304095904096
422,"high",0.6,0.9,0.4,NA,NA,0,0,0,0,0.0910013986013986,0.908998601398601
425,"high",0.7,0.3,0.4,NA,NA,0,0,0,0,0.0923048951048951,0.907695104895105
431,"high",0.7,0.9,0.4,NA,NA,0,0,0,0,0.0922273726273726,0.907772627372627
429,"high",0.7,0.7,0.4,NA,NA,0,0,0,0,0.0893514485514486,0.910648551448552
434,"high",0.8,0.3,0.4,NA,NA,0,0,0,0,0.0903020979020979,0.909697902097902
430,"high",0.7,0.8,0.4,NA,NA,0,0,0,0,0.0906081918081918,0.909391808191808
428,"high",0.7,0.6,0.4,NA,NA,0,0,0,0,0.0906745254745255,0.909325474525475
433,"high",0.8,0.2,0.4,NA,NA,0,0,0,0,0.0923280719280719,0.907671928071928
437,"high",0.8,0.6,0.4,NA,NA,0,0,0,0,0.0937658341658342,0.906234165834166
435,"high",0.8,0.4,0.4,NA,NA,0,0,0,0,0.0875948051948052,0.912405194805195
432,"high",0.7,1,0.4,NA,NA,0,0,0,0,0.0966913086913087,0.903308691308691
438,"high",0.8,0.7,0.4,NA,NA,0,0,0,0,0.0883116883116883,0.911688311688312
441,"high",0.8,1,0.4,NA,NA,0,0,0,0,0.0940555444555445,0.905944455544456
439,"high",0.8,0.8,0.4,NA,NA,0,0,0,0,0.0907728271728272,0.909227172827173
436,"high",0.8,0.5,0.4,NA,NA,0,0,0,0,0.0863532467532468,0.913646753246753
440,"high",0.8,0.9,0.4,NA,NA,0,0,0,0,0.0937842157842158,0.906215784215784
442,"high",0.9,0.2,0.4,NA,NA,0,0,0,0,0.0893294705294705,0.91067052947053
444,"high",0.9,0.4,0.4,NA,NA,0,0,0,0,0.089611988011988,0.910388011988012
448,"high",0.9,0.8,0.4,NA,NA,0,0,0,0,0.0885646353646354,0.911435364635365
445,"high",0.9,0.5,0.4,NA,NA,0,0,0,0,0.0926901098901099,0.90730989010989
443,"high",0.9,0.3,0.4,NA,NA,0,0,0,0,0.0921038961038961,0.907896103896104
446,"high",0.9,0.6,0.4,NA,NA,0,0,0,0,0.0892575424575425,0.910742457542458
451,"high",0,0.2,0.5,NA,NA,0,0,0,0,0.0899080919080919,0.910091908091908
447,"high",0.9,0.7,0.4,NA,NA,0,0,0,0,0.0916835164835165,0.908316483516484
453,"high",0,0.4,0.5,NA,NA,0,0,0,0,0.0877422577422577,0.912257742257742
449,"high",0.9,0.9,0.4,NA,NA,0,0,0,0,0.0869382617382617,0.913061738261738
450,"high",0.9,1,0.4,NA,NA,0,0,0,0,0.0876227772227772,0.912377222777223
457,"high",0,0.8,0.5,NA,NA,0,0,0,0,0.0898333666333666,0.910166633366633
454,"high",0,0.5,0.5,NA,NA,0,0,0,0,0.0909822177822178,0.909017782217782
456,"high",0,0.7,0.5,NA,NA,0,0,0,0,0.0859996003996004,0.9140003996004
455,"high",0,0.6,0.5,NA,NA,0,0,0,0,0.0921030969030969,0.907896903096903
452,"high",0,0.3,0.5,NA,NA,0,0,0,0,0.0894041958041958,0.910595804195804
458,"high",0,0.9,0.5,NA,NA,0,0,0,0,0.089373026973027,0.910626973026973
462,"high",0.1,0.4,0.5,NA,NA,0,0,0,0,0.0895376623376623,0.910462337662338
464,"high",0.1,0.6,0.5,NA,NA,0,0,0,0,0.0916735264735265,0.908326473526474
466,"high",0.1,0.8,0.5,NA,NA,0,0,0,0,0.0879796203796204,0.91202037962038
467,"high",0.1,0.9,0.5,NA,NA,0,0,0,0,0.094374025974026,0.905625974025974
459,"high",0,1,0.5,NA,NA,0,0,0,0,0.090242957042957,0.909757042957043
468,"high",0.1,1,0.5,NA,NA,0,0,0,0,0.0913210789210789,0.908678921078921
469,"high",0.2,0.2,0.5,NA,NA,0,0,0,0,0.0896907092907093,0.910309290709291
461,"high",0.1,0.3,0.5,NA,NA,0,0,0,0,0.0918977022977023,0.908102297702298
470,"high",0.2,0.3,0.5,NA,NA,0,0,0,0,0.0916231768231768,0.908376823176823
460,"high",0.1,0.2,0.5,NA,NA,0,0,0,0,0.0880935064935065,0.911906493506494
471,"high",0.2,0.4,0.5,NA,NA,0,0,0,0,0.0927436563436563,0.907256343656344
463,"high",0.1,0.5,0.5,NA,NA,0,0,0,0,0.0893982017982018,0.910601798201798
465,"high",0.1,0.7,0.5,NA,NA,0,0,0,0,0.0907304695304695,0.909269530469531
473,"high",0.2,0.6,0.5,NA,NA,0,0,0,0,0.0853470529470529,0.914652947052947
472,"high",0.2,0.5,0.5,NA,NA,0,0,0,0,0.0902193806193806,0.909780619380619
476,"high",0.2,0.9,0.5,NA,NA,0,0,0,0,0.0864047952047952,0.913595204795205
475,"high",0.2,0.8,0.5,NA,NA,0,0,0,0,0.0914157842157842,0.908584215784216
478,"high",0.3,0.2,0.5,NA,NA,0,0,0,0,0.093012987012987,0.906987012987013
474,"high",0.2,0.7,0.5,NA,NA,0,0,0,0,0.0910165834165834,0.908983416583417
477,"high",0.2,1,0.5,NA,NA,0,0,0,0,0.0960771228771229,0.903922877122877
479,"high",0.3,0.3,0.5,NA,NA,0,0,0,0,0.0904327672327672,0.909567232767233
484,"high",0.3,0.8,0.5,NA,NA,0,0,0,0,0.0948483516483516,0.905151648351648
482,"high",0.3,0.6,0.5,NA,NA,0,0,0,0,0.0913086913086913,0.908691308691309
485,"high",0.3,0.9,0.5,NA,NA,0,0,0,0,0.0946829170829171,0.905317082917083
480,"high",0.3,0.4,0.5,NA,NA,0,0,0,0,0.0929082917082917,0.907091708291708
486,"high",0.3,1,0.5,NA,NA,0,0,0,0,0.0897322677322677,0.910267732267732
483,"high",0.3,0.7,0.5,NA,NA,0,0,0,0,0.0928651348651349,0.907134865134865
487,"high",0.4,0.2,0.5,NA,NA,0,0,0,0,0.0951332667332667,0.904866733266733
489,"high",0.4,0.4,0.5,NA,NA,0,0,0,0,0.0919648351648352,0.908035164835165
481,"high",0.3,0.5,0.5,NA,NA,0,0,0,0,0.088242957042957,0.911757042957043
492,"high",0.4,0.7,0.5,NA,NA,0,0,0,0,0.0893766233766234,0.910623376623377
490,"high",0.4,0.5,0.5,NA,NA,0,0,0,0,0.0903072927072927,0.909692707292707
491,"high",0.4,0.6,0.5,NA,NA,0,0,0,0,0.0903176823176823,0.909682317682318
488,"high",0.4,0.3,0.5,NA,NA,0,0,0,0,0.0888579420579421,0.911142057942058
495,"high",0.4,1,0.5,NA,NA,0,0,0,0,0.0892831168831169,0.910716883116883
497,"high",0.5,0.3,0.5,NA,NA,0,0,0,0,0.0938197802197802,0.90618021978022
493,"high",0.4,0.8,0.5,NA,NA,0,0,0,0,0.0933582417582418,0.906641758241758
494,"high",0.4,0.9,0.5,NA,NA,0,0,0,0,0.0927420579420579,0.907257942057942
499,"high",0.5,0.5,0.5,NA,NA,0,0,0,0,0.089771028971029,0.910228971028971
496,"high",0.5,0.2,0.5,NA,NA,0,0,0,0,0.0912043956043956,0.908795604395604
498,"high",0.5,0.4,0.5,NA,NA,0,0,0,0,0.0897450549450549,0.910254945054945
500,"high",0.5,0.6,0.5,NA,NA,0,0,0,0,0.0881074925074925,0.911892507492507
503,"high",0.5,0.9,0.5,NA,NA,0,0,0,0,0.0869738261738262,0.913026173826174
505,"high",0.6,0.2,0.5,NA,NA,0,0,0,0,0.0905886113886114,0.909411388611389
506,"high",0.6,0.3,0.5,NA,NA,0,0,0,0,0.0920555444555445,0.907944455544456
507,"high",0.6,0.4,0.5,NA,NA,0,0,0,0,0.0911356643356643,0.908864335664336
508,"high",0.6,0.5,0.5,NA,NA,0,0,0,0,0.0879520479520479,0.912047952047952
512,"high",0.6,0.9,0.5,NA,NA,0,0,0,0,0.0879224775224775,0.912077522477522
502,"high",0.5,0.8,0.5,NA,NA,0,0,0,0,0.0919576423576424,0.908042357642358
501,"high",0.5,0.7,0.5,NA,NA,0,0,0,0,0.0904619380619381,0.909538061938062
504,"high",0.5,1,0.5,NA,NA,0,0,0,0,0.0905902097902098,0.90940979020979
509,"high",0.6,0.6,0.5,NA,NA,0,0,0,0,0.0896375624375624,0.910362437562438
511,"high",0.6,0.8,0.5,NA,NA,0,0,0,0,0.0921258741258741,0.907874125874126
516,"high",0.7,0.4,0.5,NA,NA,0,0,0,0,0.089361038961039,0.910638961038961
513,"high",0.6,1,0.5,NA,NA,0,0,0,0,0.0935612387612388,0.906438761238761
517,"high",0.7,0.5,0.5,NA,NA,0,0,0,0,0.0906073926073926,0.909392607392607
510,"high",0.6,0.7,0.5,NA,NA,0,0,0,0,0.0910809190809191,0.908919080919081
518,"high",0.7,0.6,0.5,NA,NA,0,0,0,0,0.0912511488511488,0.908748851148851
514,"high",0.7,0.2,0.5,NA,NA,0,0,0,0,0.0903040959040959,0.909695904095904
515,"high",0.7,0.3,0.5,NA,NA,0,0,0,0,0.0912919080919081,0.908708091908092
519,"high",0.7,0.7,0.5,NA,NA,0,0,0,0,0.090161038961039,0.909838961038961
520,"high",0.7,0.8,0.5,NA,NA,0,0,0,0,0.0885778221778222,0.911422177822178
524,"high",0.8,0.3,0.5,NA,NA,0,0,0,0,0.0881522477522478,0.911847752247752
525,"high",0.8,0.4,0.5,NA,NA,0,0,0,0,0.097040959040959,0.902959040959041
523,"high",0.8,0.2,0.5,NA,NA,0,0,0,0,0.0898617382617383,0.910138261738262
522,"high",0.7,1,0.5,NA,NA,0,0,0,0,0.0880775224775225,0.911922477522478
521,"high",0.7,0.9,0.5,NA,NA,0,0,0,0,0.0962505494505494,0.903749450549451
529,"high",0.8,0.8,0.5,NA,NA,0,0,0,0,0.0922709290709291,0.907729070929071
527,"high",0.8,0.6,0.5,NA,NA,0,0,0,0,0.091194005994006,0.908805994005994
535,"high",0.9,0.5,0.5,NA,NA,0,0,0,0,0.0939420579420579,0.906057942057942
526,"high",0.8,0.5,0.5,NA,NA,0,0,0,0,0.0901118881118881,0.909888111888112
528,"high",0.8,0.7,0.5,NA,NA,0,0,0,0,0.0887380619380619,0.911261938061938
534,"high",0.9,0.4,0.5,NA,NA,0,0,0,0,0.090368031968032,0.909631968031968
533,"high",0.9,0.3,0.5,NA,NA,0,0,0,0,0.0937314685314685,0.906268531468531
538,"high",0.9,0.8,0.5,NA,NA,0,0,0,0,0.0911428571428571,0.908857142857143
537,"high",0.9,0.7,0.5,NA,NA,0,0,0,0,0.0915304695304695,0.90846953046953
