"ID","starting","globalgrazing","g","b","m0","mortality","mortality_border","rho_plus","q_plus","rho_zero","rho_minus"
47,"high",TRUE,0.05,0.7,0.1,0.1913323856244,0.191205995287097,0.545964870259481,0.609368767693865,0.354068662674651,0.0999664670658683
59,"low",FALSE,0.02,0.7,0.1,NA,NA,0,0,0.0880223552894212,0.911977644710579
58,"low",FALSE,0.02,0.45,0.1,NA,NA,0,0,0.091798003992016,0.908201996007984
50,"low",FALSE,0,0.45,0.1,0.1,0.1,0.591514570858283,0.644997143548919,0.324399201596806,0.0840862275449102
61,"low",FALSE,0.03,0.2,0.1,NA,NA,0,0,0.0888718562874252,0.911128143712575
60,"low",FALSE,0.02,0.95,0.1,NA,NA,0,0,0.0962139720558882,0.903786027944112
62,"low",FALSE,0.03,0.45,0.1,NA,NA,0,0,0.0920902195608782,0.907909780439122
65,"low",FALSE,0.04,0.2,0.1,NA,NA,0,0,0.0891568862275449,0.910843113772455
63,"low",FALSE,0.03,0.7,0.1,NA,NA,0,0,0.0954235528942116,0.904576447105788
64,"low",FALSE,0.03,0.95,0.1,NA,NA,0,0,0.092626746506986,0.907373253493014
66,"low",FALSE,0.04,0.45,0.1,NA,NA,0,0,0.0884998003992016,0.911500199600798
67,"low",FALSE,0.04,0.7,0.1,NA,NA,0,0,0.09172375249501,0.90827624750499
68,"low",FALSE,0.04,0.95,0.1,NA,NA,0,0,0.0919936127744511,0.908006387225549
69,"low",FALSE,0.05,0.2,0.1,NA,NA,0,0,0.0908502994011976,0.909149700598802
70,"low",FALSE,0.05,0.45,0.1,NA,NA,0,0,0.0880918163672655,0.911908183632735
71,"low",FALSE,0.05,0.7,0.1,NA,NA,0,0,0.0901189620758483,0.909881037924152
72,"low",FALSE,0.05,0.95,0.1,NA,NA,0,0,0.0923936127744511,0.907606387225549
73,"high",FALSE,0,0.2,0.1,NA,NA,0,0,0.0887536926147705,0.911246307385229
77,"high",FALSE,0.01,0.2,0.1,NA,NA,0,0,0.0898179640718563,0.910182035928144
75,"high",FALSE,0,0.7,0.1,0.1,0.1,0.77255249500998,0.788829933605492,0.196138922155689,0.0313085828343313
76,"high",FALSE,0,0.95,0.1,0.1,0.1,0.845882634730539,0.853120210968272,0.134605189620758,0.0195121756487026
82,"high",FALSE,0.02,0.45,0.1,NA,NA,0,0,0.0933860279441118,0.906613972055888
81,"high",FALSE,0.02,0.2,0.1,NA,NA,0,0,0.0906379241516966,0.909362075848303
79,"high",FALSE,0.01,0.7,0.1,0.113673133260752,0.120642168598034,0.731499401197605,0.760530397986479,0.225465868263473,0.0430347305389222
74,"high",FALSE,0,0.45,0.1,0.1,0.1,0.595003592814371,0.646855760026631,0.322519760479042,0.0824766467065868
80,"high",FALSE,0.01,0.95,0.1,0.112164832665215,0.123996722530541,0.822098203592814,0.836609868596528,0.154348103792415,0.0235536926147705
85,"high",FALSE,0.03,0.2,0.1,NA,NA,0,0,0.092389620758483,0.907610379241517
78,"high",FALSE,0.01,0.45,0.1,0.122264125887843,0.125118592232116,0.449287025948104,0.572912051473479,0.377964071856287,0.172748902195609
83,"high",FALSE,0.02,0.7,0.1,0.129075864267717,0.14155137241769,0.688104590818363,0.735161437149844,0.256140518962076,0.0557548902195609
84,"high",FALSE,0.02,0.95,0.1,0.125114631827004,0.14596893248077,0.796467065868263,0.81814951171589,0.174844710578842,0.0286882235528942
86,"high",FALSE,0.03,0.45,0.1,NA,NA,0,0,0.0911696606786427,0.908830339321357
89,"high",FALSE,0.04,0.2,0.1,NA,NA,0,0,0.0892207584830339,0.910779241516966
90,"high",FALSE,0.04,0.45,0.1,NA,NA,0,0,0.090736127744511,0.909263872255489
93,"high",FALSE,0.05,0.2,0.1,NA,NA,0,0,0.0876239520958084,0.912376047904192
91,"high",FALSE,0.04,0.7,0.1,NA,NA,0,0,0.0902187624750499,0.90978123752495
88,"high",FALSE,0.03,0.95,0.1,0.139168038527716,0.166751980932575,0.766114171656687,0.797835098742515,0.198426347305389,0.0354594810379242
94,"high",FALSE,0.05,0.45,0.1,NA,NA,0,0,0.0921093812375249,0.907890618762475
87,"high",FALSE,0.03,0.7,0.1,0.148318444367863,0.163768199591187,0.621145708582834,0.694178736686205,0.300962874251497,0.0778914171656687
95,"high",FALSE,0.05,0.7,0.1,NA,NA,0,0,0.0904838323353293,0.909516167664671
92,"high",FALSE,0.04,0.95,0.1,0.154493097774381,0.187212621298625,0.734248303393214,0.778145059601301,0.222157285429142,0.0435944111776447
96,"high",FALSE,0.05,0.95,0.1,0.171189724973672,0.207515456448564,0.702518962075848,0.756035837053522,0.245886626746507,0.0515944111776447
