"ID","starting","globalgrazing","stock","g","b","m0","mortality","mortality_border","rho_plus","rho_plus_ini","q_plus","rho_zero","rho_minus"
1082,0.25,TRUE,TRUE,0.05,0.825,0.05,NA,NA,0,0.0121,0,0.0905389221556886,0.909461077844311
1079,0.25,TRUE,TRUE,0.05,0.75,0.05,NA,NA,0,0.0209,0,0.089889620758483,0.910110379241517
1084,0.25,TRUE,TRUE,0.05,0.875,0.05,NA,NA,0,0.0051,0,0.0913810379241517,0.908618962075848
1085,0.25,TRUE,TRUE,0.05,0.9,0.05,NA,NA,0,0.0048,0,0.0913045908183633,0.908695409181637
1086,0.25,TRUE,TRUE,0.05,0.925,0.05,NA,NA,0,0.009,0,0.0908918163672655,0.909108183632734
1087,0.25,TRUE,TRUE,0.05,0.95,0.05,NA,NA,0,0.0117,0,0.0887536926147705,0.911246307385229
1090,0.25,TRUE,TRUE,0.075,0.2,0.05,NA,NA,0,0.0094,0,0.0911073852295409,0.908892614770459
1088,0.25,TRUE,TRUE,0.05,0.975,0.05,NA,NA,0,0.0049,0,0.0927764471057884,0.907223552894212
1089,0.25,TRUE,TRUE,0.05,1,0.05,NA,NA,0,0.0175,0,0.0901568862275449,0.909843113772455
1091,0.25,TRUE,TRUE,0.075,0.225,0.05,NA,NA,0,0.0116,0,0.0901017964071856,0.909898203592814
1092,0.25,TRUE,TRUE,0.075,0.25,0.05,NA,NA,0,0.0074,0,0.0924510978043912,0.907548902195609
1097,0.25,TRUE,TRUE,0.075,0.375,0.05,NA,NA,0,0.0041,0,0.0914245508982036,0.908575449101796
1093,0.25,TRUE,TRUE,0.075,0.275,0.05,NA,NA,0,0.026,0,0.0915331337325349,0.908466866267465
1094,0.25,TRUE,TRUE,0.075,0.3,0.05,NA,NA,0,0.0087,0,0.0932650698602794,0.906734930139721
1095,0.25,TRUE,TRUE,0.075,0.325,0.05,NA,NA,0,0.0092,0,0.0913359281437126,0.908664071856287
1098,0.25,TRUE,TRUE,0.075,0.4,0.05,NA,NA,0,0.0068,0,0.0881914171656687,0.911808582834331
1096,0.25,TRUE,TRUE,0.075,0.35,0.05,NA,NA,0,0.0183,0,0.090184630738523,0.909815369261477
1099,0.25,TRUE,TRUE,0.075,0.425,0.05,NA,NA,0,0.0189,0,0.0919892215568862,0.908010778443114
1100,0.25,TRUE,TRUE,0.075,0.45,0.05,NA,NA,0,0.0066,0,0.0931445109780439,0.906855489021956
1101,0.25,TRUE,TRUE,0.075,0.475,0.05,NA,NA,0,0.0122,0,0.0914758483033932,0.908524151696607
994,0.25,TRUE,TRUE,0,0.275,0.05,0.05,0.05,0.568332335329341,0.0194,0.631398240588737,0.332892415169661,0.098775249500998
1102,0.25,TRUE,TRUE,0.075,0.5,0.05,NA,NA,0,0.0055,0,0.0906137724550898,0.90938622754491
1115,0.25,TRUE,TRUE,0.075,0.825,0.05,NA,NA,0,0.0268,0,0.0902161676646707,0.909783832335329
1103,0.25,TRUE,TRUE,0.075,0.525,0.05,NA,NA,0,0.0146,0,0.0894487025948104,0.91055129740519
1104,0.25,TRUE,TRUE,0.075,0.55,0.05,NA,NA,0,0.0144,0,0.0913309381237525,0.908669061876248
1106,0.25,TRUE,TRUE,0.075,0.6,0.05,NA,NA,0,0.011,0,0.0907423153692615,0.909257684630739
1105,0.25,TRUE,TRUE,0.075,0.575,0.05,NA,NA,0,0.015,0,0.0908245508982036,0.909175449101796
1107,0.25,TRUE,TRUE,0.075,0.625,0.05,NA,NA,0,0.0014,0,0.0916502994011976,0.908349700598802
1108,0.25,TRUE,TRUE,0.075,0.65,0.05,NA,NA,0,0.01,0,0.090600998003992,0.909399001996008
1109,0.25,TRUE,TRUE,0.075,0.675,0.05,NA,NA,0,0.0063,0,0.0909696606786427,0.909030339321357
1110,0.25,TRUE,TRUE,0.075,0.7,0.05,NA,NA,0,0.0047,0,0.0896940119760479,0.910305988023952
1111,0.25,TRUE,TRUE,0.075,0.725,0.05,NA,NA,0,0.0137,0,0.0884670658682635,0.911532934131737
1113,0.25,TRUE,TRUE,0.075,0.775,0.05,NA,NA,0,0.0047,0,0.0907141716566866,0.909285828343313
1114,0.25,TRUE,TRUE,0.075,0.8,0.05,NA,NA,0,0.022,0,0.0897029940119761,0.910297005988024
1112,0.25,TRUE,TRUE,0.075,0.75,0.05,NA,NA,0,0.0069,0,0.0910089820359281,0.908991017964072
1116,0.25,TRUE,TRUE,0.075,0.85,0.05,NA,NA,0,0.0081,0,0.0916776447105788,0.908322355289421
1117,0.25,TRUE,TRUE,0.075,0.875,0.05,NA,NA,0,0.0167,0,0.091209381237525,0.908790618762475
1118,0.25,TRUE,TRUE,0.075,0.9,0.05,NA,NA,0,0.016,0,0.0904437125748503,0.90955628742515
1119,0.25,TRUE,TRUE,0.075,0.925,0.05,NA,NA,0,0.0058,0,0.0909057884231537,0.909094211576846
1121,0.25,TRUE,TRUE,0.075,0.975,0.05,NA,NA,0,0.0142,0,0.0906984031936128,0.909301596806387
1122,0.25,TRUE,TRUE,0.075,1,0.05,NA,NA,0,0.0147,0,0.0898672654690619,0.910132734530938
1120,0.25,TRUE,TRUE,0.075,0.95,0.05,NA,NA,0,0.0061,0,0.0906335329341317,0.909366467065868
1131,0.25,TRUE,TRUE,0.1,0.4,0.05,NA,NA,0,0.0084,0,0.0920988023952096,0.90790119760479
1123,0.25,TRUE,TRUE,0.1,0.2,0.05,NA,NA,0,0.0128,0,0.0910526946107784,0.908947305389222
1124,0.25,TRUE,TRUE,0.1,0.225,0.05,NA,NA,0,0.0047,0,0.0922259481037924,0.907774051896208
1126,0.25,TRUE,TRUE,0.1,0.275,0.05,NA,NA,0,0.0112,0,0.0916249500998004,0.9083750499002
1125,0.25,TRUE,TRUE,0.1,0.25,0.05,NA,NA,0,0.0084,0,0.090424750499002,0.909575249500998
1127,0.25,TRUE,TRUE,0.1,0.3,0.05,NA,NA,0,0.0066,0,0.0904077844311377,0.909592215568862
1128,0.25,TRUE,TRUE,0.1,0.325,0.05,NA,NA,0,0.0082,0,0.0909868263473054,0.909013173652695
1129,0.25,TRUE,TRUE,0.1,0.35,0.05,NA,NA,0,0.0103,0,0.0923015968063872,0.907698403193613
1130,0.25,TRUE,TRUE,0.1,0.375,0.05,NA,NA,0,0.016,0,0.0916411177644711,0.908358882235529
1134,0.25,TRUE,TRUE,0.1,0.475,0.05,NA,NA,0,0.0052,0,0.0918231536926148,0.908176846307385
1132,0.25,TRUE,TRUE,0.1,0.425,0.05,NA,NA,0,0.0088,0,0.0900890219560878,0.909910978043912
1133,0.25,TRUE,TRUE,0.1,0.45,0.05,NA,NA,0,0.0039,0,0.0914674650698603,0.90853253493014
1136,0.25,TRUE,TRUE,0.1,0.525,0.05,NA,NA,0,0.0176,0,0.0885137724550898,0.91148622754491
1137,0.25,TRUE,TRUE,0.1,0.55,0.05,NA,NA,0,0.0066,0,0.0914558882235529,0.908544111776447
1135,0.25,TRUE,TRUE,0.1,0.5,0.05,NA,NA,0,0.0062,0,0.0913816367265469,0.908618363273453
1138,0.25,TRUE,TRUE,0.1,0.575,0.05,NA,NA,0,0.0098,0,0.0927159680638723,0.907284031936128
1143,0.25,TRUE,TRUE,0.1,0.7,0.05,NA,NA,0,0.0113,0,0.0916375249500998,0.9083624750499
1139,0.25,TRUE,TRUE,0.1,0.6,0.05,NA,NA,0,0.0085,0,0.0911407185628743,0.908859281437126
1140,0.25,TRUE,TRUE,0.1,0.625,0.05,NA,NA,0,0.0083,0,0.0895636726546906,0.910436327345309
1141,0.25,TRUE,TRUE,0.1,0.65,0.05,NA,NA,0,0.0074,0,0.0905291417165669,0.909470858283433
1142,0.25,TRUE,TRUE,0.1,0.675,0.05,NA,NA,0,0.021,0,0.0915924151696607,0.908407584830339
1144,0.25,TRUE,TRUE,0.1,0.725,0.05,NA,NA,0,0.0091,0,0.0926297405189621,0.907370259481038
1146,0.25,TRUE,TRUE,0.1,0.775,0.05,NA,NA,0,0.0184,0,0.0908674650698603,0.90913253493014
1145,0.25,TRUE,TRUE,0.1,0.75,0.05,NA,NA,0,0.0038,0,0.0914443113772455,0.908555688622754
1147,0.25,TRUE,TRUE,0.1,0.8,0.05,NA,NA,0,0.0055,0,0.0915173652694611,0.908482634730539
1148,0.25,TRUE,TRUE,0.1,0.825,0.05,NA,NA,0,0.0165,0,0.0903750499001996,0.9096249500998
1150,0.25,TRUE,TRUE,0.1,0.875,0.05,NA,NA,0,0.0123,0,0.0907109780439122,0.909289021956088
1149,0.25,TRUE,TRUE,0.1,0.85,0.05,NA,NA,0,0.0107,0,0.0927159680638723,0.907284031936128
1151,0.25,TRUE,TRUE,0.1,0.9,0.05,NA,NA,0,0.0151,0,0.092298003992016,0.907701996007984
1152,0.25,TRUE,TRUE,0.1,0.925,0.05,NA,NA,0,0.0174,0,0.0910439121756487,0.908956087824351
1153,0.25,TRUE,TRUE,0.1,0.95,0.05,NA,NA,0,0.0106,0,0.0909788423153693,0.909021157684631
1155,0.25,TRUE,TRUE,0.1,1,0.05,NA,NA,0,0.009,0,0.0893285429141717,0.910671457085828
1154,0.25,TRUE,TRUE,0.1,0.975,0.05,NA,NA,0,0.0045,0,0.090274251497006,0.909725748502994
1165,0.9,TRUE,TRUE,0,0.425,0.05,0.05,0.05,0.769525948103792,0.8338,0.787026572636773,0.196539520958084,0.0339345309381237
1156,0.9,TRUE,TRUE,0,0.2,0.05,0.05,0.05,0.359735528942116,0.8433,0.511357856052604,0.372509580838323,0.267754890219561
1172,0.9,TRUE,TRUE,0,0.6,0.05,0.05,0.05,0.863303592814371,0.8425,0.869054966793389,0.120223552894212,0.0164728542914172
1176,0.9,TRUE,TRUE,0,0.7,0.05,0.05,0.05,0.89003253493014,0.8397,0.893464814154063,0.0971838323353293,0.0127836327345309
1175,0.9,TRUE,TRUE,0,0.675,0.05,0.05,0.05,0.88337005988024,0.8432,0.887548617858455,0.102928343313373,0.0137015968063872
1166,0.9,TRUE,TRUE,0,0.45,0.05,0.05,0.05,0.790983832335329,0.8315,0.805024369915612,0.179869261477046,0.0291469061876247
1174,0.9,TRUE,TRUE,0,0.65,0.05,0.05,0.05,0.875378043912176,0.8414,0.879983849364269,0.109507784431138,0.0151141716566866
1170,0.9,TRUE,TRUE,0,0.55,0.05,0.05,0.05,0.843343313373254,0.8425,0.850652263249489,0.137130938123752,0.019525748502994
1173,0.9,TRUE,TRUE,0,0.625,0.05,0.05,0.05,0.871220958083832,0.8349,0.876055323034195,0.113579441117764,0.0151996007984032
1168,0.9,TRUE,TRUE,0,0.5,0.05,0.05,0.05,0.823013173652695,0.8291,0.833076339749208,0.153694211576846,0.0232926147704591
1171,0.9,TRUE,TRUE,0,0.575,0.05,0.05,0.05,0.854894211576846,0.8359,0.861524132800769,0.127341516966068,0.0177642714570858
1177,0.9,TRUE,TRUE,0,0.725,0.05,0.05,0.05,0.892954291417166,0.8449,0.896652597574714,0.0947375249500998,0.0123081836327345
1178,0.9,TRUE,TRUE,0,0.75,0.05,0.05,0.05,0.898279640718563,0.8368,0.901408388926597,0.0899219560878244,0.0117984031936128
1169,0.9,TRUE,TRUE,0,0.525,0.05,0.05,0.05,0.832219161676647,0.8435,0.841004267550353,0.145633932135729,0.0221469061876247
1167,0.9,TRUE,TRUE,0,0.475,0.05,0.05,0.05,0.806572055888224,0.8411,0.818499028528762,0.167030938123752,0.026397005988024
1164,0.9,TRUE,TRUE,0,0.4,0.05,0.05,0.05,0.751284231536926,0.8402,0.771321522435496,0.211564271457086,0.037151497005988
1163,0.9,TRUE,TRUE,0,0.375,0.05,0.05,0.05,0.726149900199601,0.8389,0.749527972223539,0.230592814371257,0.0432572854291417
1162,0.9,TRUE,TRUE,0,0.35,0.05,0.05,0.05,0.697259880239521,0.8406,0.72697235478214,0.251849500998004,0.050890618762475
1179,0.9,TRUE,TRUE,0,0.775,0.05,0.05,0.05,0.903661876247505,0.8368,0.906355735700312,0.0856910179640719,0.0106471057884232
1157,0.9,TRUE,TRUE,0,0.225,0.05,0.05,0.05,0.433082634730539,0.8411,0.546848717508941,0.376388423153693,0.190528942115768
1195,0.9,TRUE,TRUE,0.025,0.35,0.05,NA,NA,0,0.8366,0,0.0908489021956088,0.909151097804391
1189,0.9,TRUE,TRUE,0.025,0.2,0.05,NA,NA,0,0.8419,0,0.0918800399201597,0.90811996007984
1190,0.9,TRUE,TRUE,0.025,0.225,0.05,NA,NA,0,0.8309,0,0.0899656686626746,0.910034331337325
1191,0.9,TRUE,TRUE,0.025,0.25,0.05,NA,NA,0,0.838,0,0.089074251497006,0.910925748502994
1192,0.9,TRUE,TRUE,0.025,0.275,0.05,NA,NA,0,0.8376,0,0.0895089820359282,0.910491017964072
1193,0.9,TRUE,TRUE,0.025,0.3,0.05,NA,NA,0,0.8293,0,0.0907299401197605,0.90927005988024
1194,0.9,TRUE,TRUE,0.025,0.325,0.05,NA,NA,0,0.835,0,0.089897005988024,0.910102994011976
1180,0.9,TRUE,TRUE,0,0.8,0.05,0.05,0.05,0.906167664670659,0.8442,0.908708870377002,0.0830908183632734,0.0107415169660679
1196,0.9,TRUE,TRUE,0.025,0.375,0.05,NA,NA,0,0.8367,0,0.0911387225548902,0.90886127744511
1183,0.9,TRUE,TRUE,0,0.875,0.05,0.05,0.05,0.916840518962076,0.8392,0.91886355268831,0.0738473053892216,0.00931217564870259
1161,0.9,TRUE,TRUE,0,0.325,0.05,0.05,0.05,0.662486826347305,0.8368,0.700726282050712,0.275556886227545,0.0619562874251497
1181,0.9,TRUE,TRUE,0,0.825,0.05,0.05,0.05,0.911310379241517,0.8373,0.913495900576554,0.0787069860279441,0.00998263473053892
1182,0.9,TRUE,TRUE,0,0.85,0.05,0.05,0.05,0.912930139720559,0.8343,0.915127331607807,0.0771710578842315,0.00989880239520958
1185,0.9,TRUE,TRUE,0,0.925,0.05,0.05,0.05,0.922940518962076,0.8413,0.924779443290635,0.0686938123752495,0.00836566866267465
1186,0.9,TRUE,TRUE,0,0.95,0.05,0.05,0.05,0.924822355289421,0.8431,0.926486141418142,0.0669071856287425,0.00827045908183633
1184,0.9,TRUE,TRUE,0,0.9,0.05,0.05,0.05,0.920093612774451,0.8348,0.921714709199715,0.0711429141716567,0.00876347305389222
1187,0.9,TRUE,TRUE,0,0.975,0.05,0.05,0.05,0.927495808383234,0.8323,0.929024965765515,0.0644768463073852,0.00802734530938124
1188,0.9,TRUE,TRUE,0,1,0.05,0.05,0.05,0.929825349301397,0.8396,0.931225009798591,0.0626940119760479,0.00748063872255489
1205,0.9,TRUE,TRUE,0.025,0.6,0.05,0.0823758609725812,0.0823484052970215,0.772451696606786,0.833,0.788423666933263,0.195694211576846,0.0318540918163673
1213,0.9,TRUE,TRUE,0.025,0.8,0.05,0.0794157331100813,0.0794465224371842,0.849573453093812,0.8415,0.856639692591892,0.131758283433134,0.0186682634730539
1208,0.9,TRUE,TRUE,0.025,0.675,0.05,0.0808849144170495,0.080886672773718,0.809187624750499,0.8363,0.819937935200429,0.165537125748503,0.025275249500998
1214,0.9,TRUE,TRUE,0.025,0.825,0.05,0.0791526186492836,0.0791452766980343,0.857706586826347,0.8323,0.86346205083421,0.125205788423154,0.017087624750499
1209,0.9,TRUE,TRUE,0.025,0.7,0.05,0.0805536569184251,0.0805182948816016,0.818425149700599,0.8381,0.828300446848057,0.157517564870259,0.0240572854291417
1206,0.9,TRUE,TRUE,0.025,0.625,0.05,0.0817744802436279,0.0818018151310476,0.786920558882236,0.8422,0.800520384199383,0.18397245508982,0.0291069860279441
1210,0.9,TRUE,TRUE,0.025,0.725,0.05,0.0802465764499583,0.0802221415974787,0.826425149700599,0.8372,0.835488362534141,0.150913373253493,0.0226614770459082
1204,0.9,TRUE,TRUE,0.025,0.575,0.05,0.0829773663833386,0.0829727081685804,0.757595608782435,0.84,0.776284784428335,0.207051097804391,0.0353532934131737
1215,0.9,TRUE,TRUE,0.025,0.85,0.05,0.0789843647561568,0.0790256057923312,0.862617165668663,0.8345,0.868200459191009,0.121193812375249,0.0161890219560878
1212,0.9,TRUE,TRUE,0.025,0.775,0.05,0.0796123490237133,0.079658020391525,0.843649500998004,0.8401,0.850700180380668,0.13676626746507,0.0195842315369261
1211,0.9,TRUE,TRUE,0.025,0.75,0.05,0.0798095327875392,0.0798134605466326,0.838471057884231,0.8365,0.846181319559747,0.14146746506986,0.0200614770459082
1207,0.9,TRUE,TRUE,0.025,0.65,0.05,0.0812869542548432,0.0812964928420199,0.798874650698603,0.8358,0.811342952166084,0.173962674650699,0.0271626746506986
1216,0.9,TRUE,TRUE,0.025,0.875,0.05,0.0788055431505573,0.0788264692603189,0.868079441117764,0.8414,0.873113803996835,0.115916766467066,0.0160037924151697
1203,0.9,TRUE,TRUE,0.025,0.55,0.05,0.0837963164973119,0.0837975603198875,0.740626746506986,0.8403,0.761398025890277,0.220199401197605,0.0391738522954092
1202,0.9,TRUE,TRUE,0.025,0.525,0.05,0.0848896828429722,0.0848981832548158,0.716758283433134,0.8422,0.742103856963908,0.238661876247505,0.0445798403193613
1160,0.9,TRUE,TRUE,0,0.3,0.05,0.05,0.05,0.616031337325349,0.8385,0.663811934010612,0.306660079840319,0.0773085828343313
1158,0.9,TRUE,TRUE,0,0.25,0.05,0.05,0.05,0.514519560878243,0.8424,0.594892966949579,0.356645708582834,0.128834730538922
1199,0.9,TRUE,TRUE,0.025,0.45,0.05,0.0894343581015005,0.0895474318542706,0.633236127744511,0.8319,0.67551625122293,0.297876646706587,0.0688872255489022
1226,0.9,TRUE,TRUE,0.05,0.3,0.05,NA,NA,0,0.8318,0,0.0926564870259481,0.907343512974052
1222,0.9,TRUE,TRUE,0.05,0.2,0.05,NA,NA,0,0.845,0,0.0905339321357285,0.909466067864271
1223,0.9,TRUE,TRUE,0.05,0.225,0.05,NA,NA,0,0.8405,0,0.0880882235528942,0.911911776447106
1225,0.9,TRUE,TRUE,0.05,0.275,0.05,NA,NA,0,0.846,0,0.0902542914171657,0.909745708582834
1224,0.9,TRUE,TRUE,0.05,0.25,0.05,NA,NA,0,0.8365,0,0.0908910179640719,0.909108982035928
1228,0.9,TRUE,TRUE,0.05,0.35,0.05,NA,NA,0,0.8429,0,0.0902942115768463,0.909705788423154
1227,0.9,TRUE,TRUE,0.05,0.325,0.05,NA,NA,0,0.8316,0,0.0895564870259481,0.910443512974052
1200,0.9,TRUE,TRUE,0.025,0.475,0.05,0.0875319181187961,0.0874999423767757,0.66648003992016,0.8326,0.701120757169932,0.275834131736527,0.0576858283433134
1201,0.9,TRUE,TRUE,0.025,0.5,0.05,0.0860033088266813,0.08604578278946,0.694550698602794,0.8343,0.725408747943343,0.254545708582834,0.0509035928143713
1229,0.9,TRUE,TRUE,0.05,0.375,0.05,NA,NA,0,0.8372,0,0.0906319361277445,0.909368063872255
1230,0.9,TRUE,TRUE,0.05,0.4,0.05,NA,NA,0,0.8433,0,0.0899680638722555,0.910031936127744
1234,0.9,TRUE,TRUE,0.05,0.5,0.05,NA,NA,0,0.8407,0,0.0905007984031936,0.909499201596806
1231,0.9,TRUE,TRUE,0.05,0.425,0.05,NA,NA,0,0.8369,0,0.0905139720558882,0.909486027944112
1232,0.9,TRUE,TRUE,0.05,0.45,0.05,NA,NA,0,0.8404,0,0.0934680638722555,0.906531936127745
1217,0.9,TRUE,TRUE,0.025,0.9,0.05,0.0785755464081631,0.0785745660211968,0.874782435129741,0.8339,0.879610773179915,0.110321357285429,0.0148962075848303
1218,0.9,TRUE,TRUE,0.025,0.925,0.05,0.0784472632923292,0.0784673316048294,0.878705189620758,0.8427,0.882988266907729,0.107007584830339,0.0142872255489022
1233,0.9,TRUE,TRUE,0.05,0.475,0.05,NA,NA,0,0.8408,0,0.0919111776447106,0.908088822355289
1219,0.9,TRUE,TRUE,0.025,0.95,0.05,0.0783544960234699,0.0783218074200539,0.88177624750499,0.8386,0.885960418048815,0.104035528942116,0.0141882235528942
1235,0.9,TRUE,TRUE,0.05,0.525,0.05,NA,NA,0,0.8425,0,0.0910580838323353,0.908941916167665
1220,0.9,TRUE,TRUE,0.025,0.975,0.05,0.0781843231439039,0.0781685186006071,0.887117165668663,0.8369,0.890794235847953,0.0997796407185629,0.0131031936127745
1221,0.9,TRUE,TRUE,0.025,1,0.05,0.0780842630889918,0.0780767140373924,0.890033932135729,0.8384,0.893507918631519,0.0974804391217565,0.012485628742515
1255,0.9,TRUE,TRUE,0.075,0.2,0.05,NA,NA,0,0.8421,0,0.0917033932135728,0.908296606786427
1246,0.9,TRUE,TRUE,0.05,0.8,0.05,0.113722821612394,0.113659926642918,0.784865069860279,0.8346,0.798961620138745,0.185353293413174,0.0297816367265469
1247,0.9,TRUE,TRUE,0.05,0.825,0.05,0.112824092738383,0.112875959368444,0.795514770459082,0.8368,0.807520404809299,0.177210978043912,0.027274251497006
1256,0.9,TRUE,TRUE,0.075,0.225,0.05,NA,NA,0,0.8409,0,0.0913363273453094,0.908663672654691
1245,0.9,TRUE,TRUE,0.05,0.775,0.05,0.114502419435003,0.114568490166596,0.77538502994012,0.8421,0.790563539888407,0.19350119760479,0.0311137724550898
1241,0.9,TRUE,TRUE,0.05,0.675,0.05,0.119915472666133,0.119858290295692,0.714910578842315,0.8424,0.738746060260519,0.240484031936128,0.0446053892215569
1252,0.9,TRUE,TRUE,0.05,0.95,0.05,0.110005724442874,0.110031248972299,0.832971856287425,0.8387,0.841130220591143,0.14603872255489,0.0209894211576846
1244,0.9,TRUE,TRUE,0.05,0.75,0.05,0.115694969399015,0.115736981307088,0.760639720558882,0.8343,0.778033875261946,0.205117365269461,0.0342429141716567
1251,0.9,TRUE,TRUE,0.05,0.925,0.05,0.110420321577808,0.110349608463974,0.82744630738523,0.8379,0.835901422688422,0.150443512974052,0.0221101796407186
1248,0.9,TRUE,TRUE,0.05,0.85,0.05,0.112164506909049,0.112181074829445,0.804439321357285,0.8371,0.815291287746792,0.169929740518962,0.0256309381237525
1254,0.9,TRUE,TRUE,0.05,1,0.05,0.109103759880899,0.109116200099141,0.846009580838323,0.8388,0.852780032273248,0.135331936127745,0.0186584830339321
1250,0.9,TRUE,TRUE,0.05,0.9,0.05,0.11101526805006,0.111028642395196,0.819453493013972,0.8367,0.829360061461941,0.157611776447106,0.0229347305389222
1243,0.9,TRUE,TRUE,0.05,0.725,0.05,0.116763298733942,0.116769321649643,0.749405588822355,0.8433,0.768399348448915,0.213958283433134,0.036636127744511
1242,0.9,TRUE,TRUE,0.05,0.7,0.05,0.118379335213063,0.118445183136064,0.731712175648703,0.838,0.753435651157655,0.227422155688623,0.0408656686626747
1253,0.9,TRUE,TRUE,0.05,0.975,0.05,0.109503105913827,0.109542223666709,0.840359281437126,0.8365,0.847505984075596,0.139949700598802,0.0196910179640719
1257,0.9,TRUE,TRUE,0.075,0.25,0.05,NA,NA,0,0.8392,0,0.0897930139720559,0.910206986027944
1249,0.9,TRUE,TRUE,0.05,0.875,0.05,0.111459954661585,0.111467189731431,0.813187425149701,0.8403,0.823260782444758,0.162692015968064,0.0241205588822355
1258,0.9,TRUE,TRUE,0.075,0.275,0.05,NA,NA,0,0.8367,0,0.0920656686626747,0.907934331337325
1265,0.9,TRUE,TRUE,0.075,0.45,0.05,NA,NA,0,0.8344,0,0.0904477045908184,0.909552295409182
1240,0.9,TRUE,TRUE,0.05,0.65,0.05,0.121783442481687,0.121758745835028,0.696325349301397,0.8408,0.72499745224194,0.254339121756487,0.0493355289421158
1259,0.9,TRUE,TRUE,0.075,0.3,0.05,NA,NA,0,0.8413,0,0.0899085828343313,0.910091417165669
1239,0.9,TRUE,TRUE,0.05,0.625,0.05,0.124368136158419,0.124416478426423,0.672977644710579,0.8383,0.704894916768173,0.271508982035928,0.055513373253493
1261,0.9,TRUE,TRUE,0.075,0.35,0.05,NA,NA,0,0.8431,0,0.0891243512974052,0.910875648702595
1264,0.9,TRUE,TRUE,0.075,0.425,0.05,NA,NA,0,0.8378,0,0.089901996007984,0.910098003992016
1262,0.9,TRUE,TRUE,0.075,0.375,0.05,NA,NA,0,0.8312,0,0.0888610778443114,0.911138922155689
1260,0.9,TRUE,TRUE,0.075,0.325,0.05,NA,NA,0,0.8296,0,0.0893147704590818,0.910685229540918
1263,0.9,TRUE,TRUE,0.075,0.4,0.05,NA,NA,0,0.8355,0,0.0915500998003992,0.908449900199601
1266,0.9,TRUE,TRUE,0.075,0.475,0.05,NA,NA,0,0.8361,0,0.0910978043912176,0.908902195608782
1267,0.9,TRUE,TRUE,0.075,0.5,0.05,NA,NA,0,0.8386,0,0.091687624750499,0.908312375249501
1271,0.9,TRUE,TRUE,0.075,0.6,0.05,NA,NA,0,0.8426,0,0.0917003992015968,0.908299600798403
1270,0.9,TRUE,TRUE,0.075,0.575,0.05,NA,NA,0,0.837,0,0.09115249500998,0.90884750499002
1272,0.9,TRUE,TRUE,0.075,0.625,0.05,NA,NA,0,0.8393,0,0.0901027944111776,0.909897205588822
1268,0.9,TRUE,TRUE,0.075,0.525,0.05,NA,NA,0,0.839,0,0.0889017964071856,0.911098203592814
1269,0.9,TRUE,TRUE,0.075,0.55,0.05,NA,NA,0,0.8384,0,0.0888357285429142,0.911164271457086
1159,0.9,TRUE,TRUE,0,0.275,0.05,0.05,0.05,0.561852095808383,0.8401,0.625159328584284,0.335104790419162,0.103043113772455
1273,0.9,TRUE,TRUE,0.075,0.65,0.05,NA,NA,0,0.8457,0,0.0910399201596806,0.908960079840319
1274,0.9,TRUE,TRUE,0.075,0.675,0.05,NA,NA,0,0.8338,0,0.0915115768463074,0.908488423153693
1198,0.9,TRUE,TRUE,0.025,0.425,0.05,0.0924331352587314,0.0924165130644964,0.588668662674651,0.8367,0.643911330467072,0.325251097804391,0.0860802395209581
1197,0.9,TRUE,TRUE,0.025,0.4,0.05,0.0979688790220548,0.0978712587287411,0.524592814371257,0.8353,0.596539356712694,0.359465069860279,0.115942115768463
1238,0.9,TRUE,TRUE,0.05,0.6,0.05,0.127362687409342,0.127478279913327,0.644499401197605,0.842,0.68384932799589,0.291358283433134,0.0641423153692615
1292,0.9,TRUE,TRUE,0.1,0.3,0.05,NA,NA,0,0.8406,0,0.0910692614770459,0.908930738522954
1289,0.9,TRUE,TRUE,0.1,0.225,0.05,NA,NA,0,0.8374,0,0.0915251497005988,0.908474850299401
1288,0.9,TRUE,TRUE,0.1,0.2,0.05,NA,NA,0,0.8403,0,0.0892461077844311,0.910753892215569
1290,0.9,TRUE,TRUE,0.1,0.25,0.05,NA,NA,0,0.8381,0,0.091114371257485,0.908885628742515
1291,0.9,TRUE,TRUE,0.1,0.275,0.05,NA,NA,0,0.8406,0,0.0904710578842315,0.909528942115769
1293,0.9,TRUE,TRUE,0.1,0.325,0.05,NA,NA,0,0.8343,0,0.0909141716566866,0.909085828343313
1294,0.9,TRUE,TRUE,0.1,0.35,0.05,NA,NA,0,0.8311,0,0.0940700598802395,0.90592994011976
1297,0.9,TRUE,TRUE,0.1,0.425,0.05,NA,NA,0,0.8384,0,0.0907279441117764,0.909272055888224
1295,0.9,TRUE,TRUE,0.1,0.375,0.05,NA,NA,0,0.8357,0,0.091762874251497,0.908237125748503
1296,0.9,TRUE,TRUE,0.1,0.4,0.05,NA,NA,0,0.8359,0,0.0896273453093812,0.910372654690619
1299,0.9,TRUE,TRUE,0.1,0.475,0.05,NA,NA,0,0.8407,0,0.0906546906187625,0.909345309381237
1298,0.9,TRUE,TRUE,0.1,0.45,0.05,NA,NA,0,0.8433,0,0.0911467065868263,0.908853293413174
1300,0.9,TRUE,TRUE,0.1,0.5,0.05,NA,NA,0,0.8389,0,0.0912005988023952,0.908799401197605
1303,0.9,TRUE,TRUE,0.1,0.575,0.05,NA,NA,0,0.8394,0,0.0911035928143713,0.908896407185629
