"ID","best","p1","p2","p3","p1_sd","p2_sd","p3_sd"
60,2,1.0811309658662,2.68625302929142,0.0478941634262,0.0900196849363847,0.922780462622859,0.0137675063850277
68,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA
49,2,1.18561925233667,1.71678610750846,0.00696109478778327,0.20075073295682,0.393688456458592,0.00140207215029827
70,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA
78,1,0.42701859394435,0.675634546632722,1.8903023889028,0.0619668825490025,0.101397484867879,11.0514527065666
79,3,3.78688826444326,0.747002873473017,337.438359420193,0.640827188965648,0.198977112499168,581.052182472772
48,2,1.26535682808285,1.60916104573282,0.00498764472797632,0.131398747864956,0.184675202893566,0.00104079479545819
64,2,1.09086464080126,2.48815070733251,0.0746527777777778,0.0257864925130035,0.619784754468057,0.0231544303644604
63,2,1.06302655556977,2.72725121715504,0.0635913982818008,0.0629817411296791,0.789649526732207,0.021632740192172
62,2,1.10131895043906,2.56502667671805,0.0684849018715174,0.0291274166761361,0.498842235153496,0.0237713366231627
66,2,1.10012899070012,2.69359477224597,0.0834628334628335,0.0284716637347256,0.491112971587493,0.0201806057260499
65,2,1.10729163282469,2.5147850873074,0.0656593406593407,0.0502747856118618,0.930764496262789,0.0204754088083039
80,3,4.48043370725226,0.764233032306103,130.601158083361,0.955164699730019,0.134864576749159,159.477455217738
43,3,7.58416994522623,0.625924416456613,1080.42649786419,0.761494763502279,0.0614582991661942,1248.44958146076
47,2,1.33858487045989,1.50783618617872,0.00355971511220598,0.170978018958722,0.139210952130183,0.000471793181942155
81,3,6.40392811954352,0.696114586307264,196.931365827407,0.995273385908955,0.0884796581537394,163.559258581602
45,1,0.141699823131181,0.62988286037533,13.4782345925418,0.00686877939509689,0.0387193449594362,21.6751847393154
82,3,7.23675823779437,0.661636249761484,342.561090171436,1.28332289031494,0.0987678415689583,241.983005138697
100,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,NA,NA,NA,NA,NA
4,1,0.142776910333166,0.66799315820455,24.2375568357632,0.0119563107583368,0.0402460189706253,16.036762036572
102,NA,NA,NA,NA,NA,NA,NA
98,2,1.09923534716471,2.09834692296945,0.0121118475029065,0.205740696718153,0.683856043806448,0.00270831172471206
103,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,NA,NA,NA,NA,NA
97,2,1.1501167838884,1.9089480975443,0.011882266420115,0.0559740230499414,0.223776426228255,0.00251416524983856
90,2,1.30276221040512,1.49291173990057,0.00377891411585077,0.274070833080298,0.199623401239841,0.000718467570534918
83,3,6.7430089412582,0.691544935787476,1894.91141594491,0.895870288717267,0.073842402926031,3064.3215079335
106,NA,NA,NA,NA,NA,NA,NA
94,2,1.17519723577494,1.7886261116007,0.00812073598850016,0.097386221511954,0.196808290834684,0.0012105889151041
99,2,1.08299654943066,2.08732863933378,0.0136538167842925,0.0984509447766605,0.327556529414348,0.00293373175603407
95,2,1.1867899099716,1.8112168156414,0.00901640604967384,0.122772010214467,0.293705857499934,0.00271756355763174
107,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,NA,NA,NA,NA,NA
44,1,0.150811417075559,0.684190027962275,-5.57663985445833,0.00988930749914797,0.0442563499523149,29.3686927981777
46,2,1.46279121175248,1.38003603459464,0.00258958925733036,0.401425213208008,0.256094691176399,0.000416658112733394
108,NA,NA,NA,NA,NA,NA,NA
96,2,1.11732040591579,1.92303279658956,0.0108944628200315,0.152484762418621,0.460635653184116,0.00236152956023697
109,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,NA,NA,NA,NA
92,2,1.21798833929291,1.66634816506952,0.00562552767673801,0.162862243707394,0.231583592730723,0.000855229335471936
110,NA,NA,NA,NA,NA,NA,NA
84,1,0.16226887703297,0.717200640281737,-26.4013540112892,0.00821771274066375,0.0315019770300745,27.2440011118758
111,NA,NA,NA,NA,NA,NA,NA
93,2,1.21667947574984,1.64645332798021,0.00620567225000266,0.124111189429427,0.216435260026348,0.00119686412581988
114,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,NA,NA,NA,NA,NA
91,2,1.17824533336949,1.74512495358234,0.00476948604520086,0.130252305715279,0.238439858362995,0.000891674382742173
116,NA,NA,NA,NA,NA,NA,NA
117,2,2.14017707555873,0.777698311721454,0.103057889822596,0.427635886938773,0.121514411936455,0.0456521121689304
118,4,1.86120971891807,0.132295303712206,-2.44269207188434,NA,NA,NA
119,1,0.430097047870295,0.73489412657605,0.195156578009647,0.0879401889123958,0.164021127994209,4.75503641399001
120,1,0.334522338401714,0.68943794752081,0.0767317322310237,0.0580352667293655,0.0778581073598062,8.15312461313723
122,1,0.373457145560549,0.590435437204443,3.89634005380482,0.0432589805669765,0.14383793707,3.8466942496601
121,1,0.323074178338201,0.595350027584682,1.84790770714405,0.0299169490972606,0.115343662773749,7.84064604527158
133,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,NA,NA,NA,NA,NA
89,2,1.22618369318453,1.62362979665265,0.00327170221104567,0.449709632705582,0.350906358119649,0.000605149344347806
135,NA,NA,NA,NA,NA,NA,NA
136,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA
143,NA,NA,NA,NA,NA,NA,NA
123,3,6.0059771165475,0.709695174980218,440.912279893808,1.04321058862038,0.0928101635325363,263.011784054798
141,NA,NA,NA,NA,NA,NA,NA
85,1,0.155366859098336,0.673575830941017,-19.817178335607,0.0117878513722349,0.0325031342520048,11.9243201255326
142,NA,NA,NA,NA,NA,NA,NA
144,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,NA,NA,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,NA,NA
149,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA
153,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,NA,NA,NA,NA,NA
154,NA,NA,NA,NA,NA,NA,NA
88,1,0.136304761014483,0.603195353369563,29.3279350674648,0.00586846844599269,0.0370087637171512,3.33413004078381
158,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA,NA
157,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,NA,NA,NA,NA,NA
160,NA,NA,NA,NA,NA,NA,NA
161,1,0.438499290693678,0.724184675552787,0.714364762825969,0.130055314589018,0.144127981357409,4.53158337180526
162,2,2.29374644684425,0.700845880368813,0.101616612554113,0.517349339759275,0.629955617338879,0.0361308241298383
163,4,3.33305787073742,0.0815556575700777,3.42029802052934,1.40697764690148,0.0392429556137547,8.73667638337707
164,2,2.23528064524667,0.730200616982542,0.082651985695464,0.736614125183937,0.422275970377383,0.0488744443596609
165,3,3.05256147795526,0.420981708218999,489.613483708478,0.542248273175774,0.183763115452476,1067.93160996135
86,1,0.146095842309161,0.657282305631813,7.97774648712534,0.00914091543425041,0.0331665332307849,21.2942246049609
125,3,6.72875710376773,0.68097993548156,2890.72699873602,0.703963090554725,0.0385459707343652,2831.77747781617
167,3,6.35044922282216,0.73950078813336,208.737450306511,1.1881034075527,0.0987444836299681,122.702288266513
124,3,6.63852414494176,0.69118149495655,2861.94113787818,1.30887551375535,0.0936795097131325,2939.55438405806
166,3,5.40381638338314,0.709355280960892,45.4952857513317,0.964955962646836,0.136197309876472,15.5597300325507
87,2,2.85143150814975,1.23560963393148,0.00194969478019553,2.80202912914308,0.429958282321038,0.000313729265093589
177,2,1.09795327817433,2.33626848294681,0.0698469293864031,0.0488556801133559,0.855148994980478,0.0150335032609165
176,2,1.06238166225482,2.52098794361813,0.0521474284453824,0.0624658779716794,0.854572982947309,0.0124913813615606
178,2,1.0960837661737,2.3240008969648,0.0755518990813109,0.00789040625078733,0.306682450713613,0.0160866687245989
174,2,1.05170383701471,2.55360597961277,0.0319708273990431,0.0853968816541702,0.817475092434967,0.00343350852857606
175,2,1.06184863868552,2.81132776983003,0.0418808756765217,0.0970027601905173,0.998307533810428,0.00696950262076352
180,2,1.10065771105136,2.96751213393011,0.100480769230769,0.0243877971183328,0.362762919050575,0.0196351710160213
173,2,1.09108681311564,2.47512797831039,0.0176323217563577,0.0861056748299281,0.948727060279695,0.00510083102106936
179,2,1.11087526178147,2.89892782275281,0.106878306878307,0.048471570597887,0.709817930218811,0.0382711985608997
172,2,1.12031128681016,1.92474149423499,0.0105213749941257,0.0588530474557786,0.191729147981241,0.00109041139477142
126,1,0.157722514816162,0.691007931874998,-21.9075652773004,0.00550524458555722,0.0151065497984426,22.7256960740174
171,2,1.16190330909336,1.85772674386247,0.00740516089152103,0.123959838864247,0.222547684630644,0.00177156185476917
181,2,1.13192251870241,2.53492148190914,0.125,NA,NA,NA
182,1,0.461386420538728,0.151407287377073,6.84317285908124,NA,NA,NA
189,NA,NA,NA,NA,NA,NA,NA
131,2,1.25851249379997,1.4849666596312,0.00296381886262046,0.324523503359272,0.228661746472481,0.000521062976960049
183,1,0.419806676777576,0.127125264704822,5.83626471611782,0.00902361875661469,0.0312797461930574,4.64877585088708
132,2,1.19024959603206,1.58609943304979,0.00317801996668698,0.326323919149809,0.277388255491533,0.000703291385104519
185,NA,NA,NA,NA,NA,NA,NA
184,2,1.13192250311547,2.53492165769888,0.125,NA,NA,NA
186,NA,NA,NA,NA,NA,NA,NA
188,NA,NA,NA,NA,NA,NA,NA
187,2,1.13192248645315,2.53492183659797,0.125,NA,NA,NA
127,1,0.15161057249709,0.659657595472083,-4.33821662210792,0.00865850292618581,0.0455395307366417,22.3287302395681
190,1,0.426729894108195,0.12279802137766,6.16721911443188,NA,NA,NA
191,NA,NA,NA,NA,NA,NA,NA
130,2,2.9096698193658,1.17350461351309,0.00229129042781352,2.44774207275005,0.417705293066952,0.000437504146397453
192,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,NA,NA,NA,NA,NA
197,NA,NA,NA,NA,NA,NA,NA
199,NA,NA,NA,NA,NA,NA,NA
200,NA,NA,NA,NA,NA,NA,NA
194,NA,NA,NA,NA,NA,NA,NA
195,NA,NA,NA,NA,NA,NA,NA
170,2,1.28834355939952,1.58377673444386,0.00338556830928052,0.126967898390933,0.115566405526209,0.000573210297375317
196,NA,NA,NA,NA,NA,NA,NA
201,NA,NA,NA,NA,NA,NA,NA
202,1,0.430714300996661,0.972978561147677,5.01532836707483,0.0739250656129368,0.265361686686781,6.4179163087723
203,3,3.66222839031566,0.721166993992458,21.974725823315,0.540629976383567,0.200752281494511,11.7878247493066
198,NA,NA,NA,NA,NA,NA,NA
129,2,3.49818112891074,1.02051929565808,0.00196878585838801,2.5335789809723,0.324531512611877,0.000124930500735691
204,3,4.77928080748103,0.712729512585751,40.0905564204467,0.8498318849164,0.168075912726351,23.0127051744603
168,3,6.44094539451173,0.722902542696372,4236.25389863696,0.658674907013776,0.0577453855890007,4741.45323812492
205,3,5.48667309825907,0.736666562876465,83.9523096122161,1.19618335859263,0.144989406909848,59.1244267924581
128,1,0.14413013649721,0.644339980537587,17.0552179991201,0.0102884605813968,0.0323442681325257,13.3437334155859
217,2,1.11406941219317,2.06886346059069,0.0143794856031071,0.0989240650046894,0.386133444143389,0.00315330535128486
206,3,6.47322103478027,0.703576618278617,149.654948174628,0.997587574686072,0.0849947844547545,49.9480168833999
220,2,1.08325816885314,2.15871753880818,0.0242652880916801,0.0892789055438201,0.377288042497552,0.00483635435366347
207,3,6.89500694839523,0.693646696612047,547.07443068875,1.47570078614516,0.117706328026481,708.282662592328
219,2,1.10195756778602,2.04558341904009,0.0205421464646556,0.0677218949390947,0.430227414943824,0.0058935999292094
218,2,1.08900124005419,2.30613640992488,0.0180480098620873,0.0736883445719977,0.489048945464865,0.00393931761068075
223,2,1.09986841679741,2.1264790875016,0.0414562814692375,0.0457769041839008,0.510959967879572,0.0116101310449219
222,2,1.11830815100557,2.12462042410335,0.0294234704700645,0.0515829511969003,0.432890781173811,0.00900168418944797
221,2,1.07938193362216,2.23614876573257,0.029269889878082,0.0971971535258008,0.454887899737072,0.00635715513207888
228,2,1.09077638855807,2.17110525490561,0.0706556825075774,0.0647279857091266,0.600460933876169,0.0302969362381577
169,1,0.143130792104985,0.675290277331149,23.3210560588137,0.00902066500443042,0.0360538672374559,14.3142265139957
216,2,1.14187145438346,1.91652283252316,0.0101120040573076,0.145121992882222,0.296845865385498,0.00244025024987592
224,2,1.06310907163445,2.96107288236485,0.0519272618632009,0.0587461353785537,0.799279576326812,0.0128573342590075
225,2,1.10384541399346,2.45912103316394,0.0514345912921604,0.0433939785665495,0.728299614900986,0.0191747293245315
215,2,1.1443058660005,1.83210436207452,0.00831444521698106,0.183747630980601,0.326685812788305,0.00193677564707883
232,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,NA,NA,NA,NA,NA
226,2,1.07818458117881,2.36331930166207,0.0565617389433179,0.063350087985338,0.752466439930632,0.024351510463756
235,NA,NA,NA,NA,NA,NA,NA
227,2,1.11560613527716,2.06797835208699,0.0540234691502807,0.0399560409893863,0.58185540875425,0.014926490206549
234,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,NA,NA,NA,NA,NA
214,2,1.13351381666542,1.79926940545961,0.00712063540186159,0.130313479677319,0.231134432718873,0.00176451909896415
238,NA,NA,NA,NA,NA,NA,NA
243,1,0.397584817708259,0.837610375343528,1.31332469562456,0.0578233008968927,0.162001462301368,9.10084991063522
239,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,NA,NA,NA,NA,NA
229,2,1.08895062710166,2.60186098343033,0.0760101418189653,0.0194798631612235,0.713415557457255,0.0106456668594292
242,4,2.55667552519428,0.163112905791884,-1.16549591934062,0.66538226353907,0.0766797373754867,5.25130554047082
208,3,6.80077424236529,0.684402443283508,2094.41553794979,1.05871558467115,0.0771695610428388,2605.45962384669
213,2,1.24469366689141,1.64444200756452,0.00540434926975081,0.072780287570667,0.122288835370328,0.0009128859639224
231,2,1.10677257376781,2.32149348326207,0.0946511425082854,0.033283349758952,0.281760440337122,0.0356571055063448
244,3,4.74735241962679,0.614958801196868,51.5775192163486,0.841948898567801,0.234059696503137,50.560930410798
230,2,1.22659015396364,2.39115969272017,0.0771965881340881,0.379628005136007,1.11923440148454,0.0144589645650306
212,2,1.46782556136844,1.38043587925279,0.00320637839142195,0.116393159774175,0.113549756740218,0.000622730491903036
245,3,5.37882478889058,0.755552852731513,141.147370189466,0.722235838410039,0.084431533985267,161.790452447321
246,3,6.44878578014325,0.685386341916032,146.917344772906,0.941101092742752,0.0842424658015172,69.1768978393028
265,NA,NA,NA,NA,NA,NA,NA
209,1,0.152272999789018,0.682845411865929,-6.48494168623439,0.0132835614949373,0.0338402012625891,24.1558420475572
211,2,1.38768053985148,1.41271009115638,0.00272264636869579,0.185657588102722,0.152958455415624,0.000280169712178543
266,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,NA,NA,NA,NA,NA
247,3,7.24338134289988,0.658208993268031,359.709413113263,1.65279852846507,0.11200591662486,307.849157863594
248,3,7.28091549471587,0.667823022520085,564.687985630606,1.04866533330617,0.0736544115080587,286.002205987978
262,2,1.07524334121315,2.12045684390666,0.012923164813655,0.0931529205849135,0.393704156520981,0.00274527165446495
270,NA,NA,NA,NA,NA,NA,NA
210,1,0.147236991614342,0.643790667479702,18.6350536749959,0.00702376511186857,0.0275245063978292,11.5377946961499
261,2,1.14859474433218,1.8771883114545,0.00950893684488215,0.0684422911231811,0.170640274689147,0.00179364977547348
259,2,1.22758408577581,1.74131735637491,0.00740660321688532,0.0972766927307551,0.234675139381785,0.0019646851177683
263,2,1.12603323930851,2.00312470573655,0.0136457024908714,0.0942682945504886,0.310292130922305,0.00307726616020036
271,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,NA,NA,NA,NA,NA
258,2,1.20934608335952,1.63378411194493,0.00634465749961129,0.136887558164686,0.225082733051377,0.00112522601045347
273,NA,NA,NA,NA,NA,NA,NA
264,2,1.11241558367098,2.08301219175786,0.0141805425274568,0.0704429037170031,0.282639781520001,0.00299634375256068
274,NA,NA,NA,NA,NA,NA,NA
260,2,1.08791237161511,1.92985701962099,0.00934217241247617,0.197341673818393,0.403076211660382,0.00148078159967339
275,NA,NA,NA,NA,NA,NA,NA
256,2,1.21128077960454,1.68163418462579,0.00515635253252152,0.181878786358366,0.219611019754501,0.00078975567160023
276,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,NA,NA,NA,NA,NA
257,2,1.22548231631547,1.638558509103,0.00598511665672486,0.208319441801488,0.25203560701263,0.00134895639171208
282,1,2.34566955540515,1.09881256105578,-0.607063387309162,2.29045595038225,0.3277885123059,1.40491299144265
283,4,1.94634016432262,0.237952327019095,1.66123112286374,0.649850031741373,0.245978772313319,5.29221359269428
284,2,2.37877688673149,0.966946162259803,0.0587237226344614,0.70804627119023,0.650238433810715,0.0316666521521105
285,3,4.40366884971786,0.658403791305171,407.255113274313,0.654449857546392,0.149171040862235,881.336057565086
286,3,4.87158801618663,0.648847440333025,112.122478938603,0.738286794210131,0.165204235585307,117.171415009921
249,1,0.163202654698707,0.712071827386324,-22.720706045135,0.0109248751762014,0.0516266593492365,27.1113761112539
255,2,1.34742500096803,1.47386742700833,0.00397459216261124,0.209539450280488,0.236783075016693,0.000989152424226474
298,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,NA,NA,NA
253,2,2.54583243911468,1.25461977510422,0.00236082563217028,2.25576577904171,0.401053124505291,0.000522305335240764
302,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,NA,NA,NA
254,2,1.38060987113983,1.4711895329284,0.00313178469530882,0.284352926999814,0.192606321383535,0.000362482527029715
287,3,7.39116328080558,0.612527288540408,181.006557400549,1.15668252890724,0.0875802678084696,96.7872392238824
304,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,NA,NA,NA,NA,NA
250,1,0.156407716460803,0.690671850512456,-17.0230315291985,0.007779657332253,0.0324580727329458,29.8582823106615
288,3,6.60983746096078,0.681753113278331,688.024574019481,0.814542564769214,0.0720743670953741,1176.27993779014
317,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,NA,NA,NA,NA,NA
323,2,1.99846144154823,0.872397364888732,0.110004578754579,0.109863024333872,0.187259426341659,0.0447882014580054
322,NA,NA,NA,NA,NA,NA,NA
289,3,7.25871815148778,0.641060141136124,639.640596388801,0.861431649470805,0.052415599884682,386.723154693042
325,1,0.604211645644766,0.580011286143079,-1.17401426786594,0.317036457710499,0.234817604574769,7.05583519163847
324,1,0.500681491565348,0.665300525263797,0.695409424380647,0.0804458751135622,0.291526202011759,4.81011353512929
326,2,2.24364608089389,0.722076396549425,0.101185064935065,0.600496477219257,0.361207099215091,0.0592895844220268
327,2,2.99379170549404,0.681707917204775,0.0270418276114908,0.239412038339448,0.114553636829924,0.0140912558289946
252,2,3.15751617487394,1.11020103923595,0.00194951321674273,2.47035364938896,0.361424100897048,0.000295587373160314
328,3,4.95290328003875,0.62556505652629,264.330216443503,0.773147448781268,0.102071089649666,235.067876101837
331,3,5.0758558963654,0.743559642985416,47.0775115212253,0.976169146414071,0.119538077603408,21.6556871617504
251,1,0.149550679683263,0.652706314650466,1.70957634616706,0.00735339291572017,0.0492960372659699,22.0909321722235
330,3,5.7314305597623,0.720426186481226,5561.58065948883,0.447988611664627,0.0414397254720548,10190.6563985398
329,3,6.85525125277104,0.65267761607829,692.855313816219,1.3369511575216,0.0959240777260577,1166.25791419801
290,3,7.08290610329552,0.660571101996425,2592.82054168729,0.682928497519607,0.050229886696236,2086.29305773871
341,2,1.05968914367609,2.68712832461484,0.0601455251988074,0.0675853108330913,0.974899738518883,0.0261223275487715
340,2,1.049795684838,2.95753668038349,0.0384871460477147,0.062259567221313,0.764130132769469,0.0124172244948686
342,2,1.09574507882838,2.19948550662935,0.0765176663614164,0.0437653993926126,0.940679238869518,0.0293777291379909
339,2,1.07139940489301,2.76906572337402,0.0309707758571395,0.0546959923656961,0.707347448239713,0.0073735332520017
332,3,5.84068308175379,0.77611773839204,186.155899490816,1.05407629976191,0.0778140827614922,62.2272977079048
297,2,1.85994177188962,1.35224777799225,0.00323431395944826,1.68295899515493,0.321688141179718,0.0006253619429505
338,2,1.09013712847209,2.20627365923208,0.016228454121971,0.0757422001507475,0.42868961432551,0.00297384065263733
296,2,1.49472940520648,1.40283911935776,0.00284499378417656,0.174056191947341,0.175648148298619,0.000321432328406401
337,2,1.08314172069803,2.08202435471074,0.0111459303420185,0.109307539867794,0.258780330287601,0.00222333253947898
343,2,1.10205352531596,2.47036235654866,0.0892522918258212,0.0349162644202511,0.86981914557307,0.0264466865966857
291,1,0.152881898837456,0.68037451042609,-17.8444902674112,0.00940643184724477,0.040401850198076,19.6210818922357
344,1,0.405906445745684,0.141804967711071,6.56518300399376,0.0554973232569626,0.0177024244855002,2.25219210967502
345,2,1.12574678712542,2.5526570599388,0.115422077922078,0.029304032047153,0.40280513285506,0.0246443328955993
346,NA,NA,NA,NA,NA,NA,NA
347,1,0.426856026584446,0.12348855301885,6.16264772380249,1.0290017288321e-05,5.63373897403088e-05,0.000373078496396888
295,2,1.67247243460634,1.46605367596239,0.00234643056885091,1.60096745657455,0.389601018636889,0.000262341834564094
336,2,1.15091301875831,1.78325611819748,0.00607097239411044,0.18581598231158,0.318778350454513,0.00175683751569462
348,2,1.13192250184941,2.53492166137843,0.125,NA,NA,NA
349,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,NA,NA,NA,NA,NA
