"ID","starting","grazing","g","b","m0","g_gr","m0_gr","mortality","mortality_border","rho_plus","q_plus","rho_zero","rho_minus"
38,"low",FALSE,0,0.3,0.115289859009725,0.025,0.1,0.115289859009725,0.115289859009725,0.0728327345309381,0.39213524523252,0.193545708582834,0.733621556886228
39,"low",FALSE,0,0.325,0.114022706066878,0.025,0.1,0.114022706066878,0.114022706066878,0.230134930139721,0.43815632550323,0.354174850299401,0.415690219560878
32,"low",FALSE,0,0.975,0.1,0,0.1,0.1,0.1,0.85377005988024,0.860333923041099,0.128259481037924,0.0179704590818363
33,"low",FALSE,0,1,0.1,0,0.1,0.1,0.1,0.859025149700599,0.864603765142375,0.123972055888224,0.0170027944111776
40,"low",FALSE,0,0.35,0.113151028197103,0.025,0.1,0.113151028197103,0.113151028197103,0.306080638722555,0.47814347537165,0.383903393213573,0.310015968063872
41,"low",TRUE,0.025,0.375,0.1,0.025,0.1,0.112023721111737,0.113069024964859,0.366375249500998,0.519115979085256,0.388321756487026,0.245302994011976
42,"low",TRUE,0.025,0.4,0.1,0.025,0.1,0.111034006722667,0.112312824672325,0.44621876247505,0.558677767573921,0.382843912175649,0.170937325349301
43,"low",TRUE,0.025,0.425,0.1,0.025,0.1,0.110395307650068,0.111828537635791,0.48330379241517,0.584313487011662,0.370127744510978,0.146568463073852
47,"low",TRUE,0.025,0.525,0.1,0.025,0.1,0.108019770481515,0.11024219467489,0.634717764471058,0.679299757360351,0.296194810379242,0.0690874251497006
50,"low",TRUE,0.025,0.6,0.1,0.025,0.1,0.106709399163661,0.109430190876369,0.699378842315369,0.731729915532602,0.25175249500998,0.0488686626746507
49,"low",TRUE,0.025,0.575,0.1,0.025,0.1,0.107233650502476,0.109774099415398,0.674251497005988,0.710752148813826,0.269596007984032,0.05615249500998
48,"low",TRUE,0.025,0.55,0.1,0.025,0.1,0.107538621482872,0.109911132954116,0.656966866267465,0.698509697807529,0.280573253493014,0.062459880239521
41,"low",FALSE,0,0.375,0.112023721111737,0.025,0.1,0.112023721111737,0.112023721111737,0.407225548902196,0.522154440536052,0.393957684630739,0.198816766467066
46,"low",TRUE,0.025,0.5,0.1,0.025,0.1,0.108436085116219,0.11054648545695,0.603125748502994,0.662615050187427,0.315566467065868,0.0813077844311377
51,"low",TRUE,0.025,0.625,0.1,0.025,0.1,0.106335956325192,0.10923662867031,0.718047904191617,0.74663262164856,0.237417964071856,0.0445341317365269
45,"low",TRUE,0.025,0.475,0.1,0.025,0.1,0.109057376333976,0.110927539250891,0.56772375249501,0.637799404753607,0.332843912175649,0.0994323353293413
44,"low",TRUE,0.025,0.45,0.1,0.025,0.1,0.109619230944826,0.111266343898903,0.536076646706587,0.615315056193226,0.352098203592814,0.111825149700599
42,"low",FALSE,0,0.4,0.111034006722667,0.025,0.1,0.111034006722667,0.111034006722667,0.430438323353293,0.548480236489355,0.387172055888224,0.182389620758483
50,"low",FALSE,0,0.6,0.106709399163661,0.025,0.1,0.106709399163661,0.106709399163661,0.700613972055888,0.726842893700449,0.251259081836327,0.0481269461077844
49,"low",FALSE,0,0.575,0.107233650502476,0.025,0.1,0.107233650502476,0.107233650502476,0.679278243512974,0.712617248079138,0.265589620758483,0.0551321357285429
47,"low",FALSE,0,0.525,0.108019770481515,0.025,0.1,0.108019770481515,0.108019770481515,0.644530139720559,0.683996561553761,0.290249900199601,0.0652199600798403
52,"low",TRUE,0.025,0.65,0.1,0.025,0.1,0.10596974396769,0.109019938035793,0.734780838323353,0.76129543655792,0.223952894211577,0.0412662674650699
48,"low",FALSE,0,0.55,0.107538621482872,0.025,0.1,0.107538621482872,0.107538621482872,0.66420998003992,0.700358024850817,0.276790419161677,0.0589996007984032
51,"low",FALSE,0,0.625,0.106335956325192,0.025,0.1,0.106335956325192,0.106335956325192,0.717337325349301,0.74314634693423,0.238245908183633,0.0444167664670659
43,"low",FALSE,0,0.425,0.110395307650068,0.025,0.1,0.110395307650068,0.110395307650068,0.495203992015968,0.578881353887,0.372786427145709,0.132009580838323
46,"low",FALSE,0,0.5,0.108436085116219,0.025,0.1,0.108436085116219,0.108436085116219,0.614052694610778,0.661052882845625,0.311564071856287,0.0743832335329341
53,"low",TRUE,0.025,0.675,0.1,0.025,0.1,0.10582194858291,0.108921518014081,0.744301796407186,0.767173910793829,0.216702594810379,0.0389956087824351
44,"low",FALSE,0,0.45,0.109619230944826,0.025,0.1,0.109619230944826,0.109619230944826,0.549123353293413,0.616962419183143,0.347529740518962,0.103346906187625
54,"low",TRUE,0.025,0.7,0.1,0.025,0.1,0.105381490547607,0.108668778436051,0.764750499001996,0.784811780614548,0.201588023952096,0.0336614770459082
52,"low",FALSE,0,0.65,0.10596974396769,0.025,0.1,0.10596974396769,0.10596974396769,0.741040319361277,0.760694616570778,0.221083433133733,0.03787624750499
55,"low",TRUE,0.025,0.725,0.1,0.025,0.1,0.105247380436107,0.108615306238921,0.771661477045908,0.790181981692312,0.195222355289421,0.0331161676646707
56,"low",TRUE,0.025,0.75,0.1,0.025,0.1,0.104995702695935,0.108456140454888,0.78495249500998,0.800263759216549,0.185663073852295,0.0293844311377245
45,"low",FALSE,0,0.475,0.109057376333976,0.025,0.1,0.109057376333976,0.109057376333976,0.576382435129741,0.634735309147991,0.333314171656687,0.0903033932135728
58,"low",TRUE,0.025,0.8,0.1,0.025,0.1,0.104579818166931,0.108268311882401,0.803299001996008,0.816867774859701,0.17044870259481,0.0262522954091816
59,"low",TRUE,0.025,0.825,0.1,0.025,0.1,0.104396940820724,0.108176727749626,0.812059880239521,0.824205601600441,0.16301876247505,0.0249213572854291
57,"low",TRUE,0.025,0.775,0.1,0.025,0.1,0.104840498073161,0.108407310063303,0.791193612774451,0.806469824599287,0.179516966067864,0.0292894211576846
60,"low",TRUE,0.025,0.85,0.1,0.025,0.1,0.10425517654421,0.10808360523868,0.818986826347305,0.829886754112198,0.157473852295409,0.0235393213572854
53,"low",FALSE,0,0.675,0.10582194858291,0.025,0.1,0.10582194858291,0.10582194858291,0.747722954091816,0.767858075278184,0.215568862275449,0.0367081836327345
54,"low",FALSE,0,0.7,0.105381490547607,0.025,0.1,0.105381490547607,0.105381490547607,0.764308183632735,0.780502753407711,0.202518163672655,0.0331736526946108
61,"low",TRUE,0.025,0.875,0.1,0.025,0.1,0.10416492529918,0.108029827626959,0.822562874251497,0.833493693297253,0.153659081836327,0.0237780439121756
55,"low",FALSE,0,0.725,0.105247380436107,0.025,0.1,0.105247380436107,0.105247380436107,0.772297005988024,0.78825276554846,0.195506586826347,0.0321964071856287
56,"low",FALSE,0,0.75,0.104995702695935,0.025,0.1,0.104995702695935,0.104995702695935,0.782824750499002,0.796506609101086,0.187062674650699,0.0301125748502994
62,"low",TRUE,0.025,0.9,0.1,0.025,0.1,0.104048817182225,0.107986287861978,0.82792255489022,0.838118068474497,0.14947624750499,0.0226011976047904
58,"low",FALSE,0,0.8,0.104579818166931,0.025,0.1,0.104579818166931,0.104579818166931,0.801873053892216,0.813416837723116,0.171346906187625,0.0267800399201597
59,"low",FALSE,0,0.825,0.104396940820724,0.025,0.1,0.104396940820724,0.104396940820724,0.809448303393214,0.819635299120424,0.165849900199601,0.0247017964071856
63,"low",TRUE,0.025,0.925,0.1,0.025,0.1,0.103848511216446,0.107875855909473,0.836984431137725,0.846129154314491,0.142415169660679,0.0206003992015968
57,"low",FALSE,0,0.775,0.104840498073161,0.025,0.1,0.104840498073161,0.104840498073161,0.793730139720559,0.80647487799194,0.178803992015968,0.0274658682634731
60,"low",FALSE,0,0.85,0.10425517654421,0.025,0.1,0.10425517654421,0.10425517654421,0.81552255489022,0.826007409427322,0.159885828343313,0.0245916167664671
64,"low",TRUE,0.025,0.95,0.1,0.025,0.1,0.103785046163804,0.107852752947746,0.83988502994012,0.848682073123494,0.139765269461078,0.0203497005988024
61,"low",FALSE,0,0.875,0.10416492529918,0.025,0.1,0.10416492529918,0.10416492529918,0.823928143712575,0.833076427496496,0.152969261477046,0.0231025948103792
67,"low",TRUE,0.05,0.2,0.1,0.05,0.1,NA,NA,0,NA,0.09172375249501,0.90827624750499
68,"low",TRUE,0.05,0.225,0.1,0.05,0.1,NA,NA,0,NA,0.0919936127744511,0.908006387225549
69,"low",TRUE,0.05,0.25,0.1,0.05,0.1,NA,NA,0,NA,0.0908502994011976,0.909149700598802
65,"low",TRUE,0.025,0.975,0.1,0.025,0.1,0.103601643424807,0.107787627099306,0.848286626746507,0.856014255314477,0.132954890219561,0.0187584830339321
70,"low",TRUE,0.05,0.275,0.1,0.05,0.1,NA,NA,0,NA,0.0880918163672655,0.911908183632735
62,"low",FALSE,0,0.9,0.104048817182225,0.025,0.1,0.104048817182225,0.104048817182225,0.827857884231537,0.836621497439484,0.149665469061876,0.0224766467065868
63,"low",FALSE,0,0.925,0.103848511216446,0.025,0.1,0.103848511216446,0.103848511216446,0.83517125748503,0.8433704191455,0.143721357285429,0.0211073852295409
66,"low",TRUE,0.025,1,0.1,0.025,0.1,0.103577235240987,0.107761495799884,0.848514171656687,0.856947184495765,0.132252295409182,0.0192335329341317
71,"low",TRUE,0.05,0.3,0.1,0.05,0.1,NA,NA,0,NA,0.0901189620758483,0.909881037924152
67,"low",FALSE,0,0.2,0.1,0.05,0.1,0.1,0.1,0,NA,0.0896942115768463,0.910305788423154
69,"low",FALSE,0,0.25,0.1,0.05,0.1,0.1,0.1,0,NA,0.0890419161676647,0.910958083832335
68,"low",FALSE,0,0.225,0.1,0.05,0.1,0.1,0.1,0,NA,0.0913724550898204,0.90862754491018
72,"low",TRUE,0.05,0.325,0.1,0.05,0.1,NA,NA,0,NA,0.0923936127744511,0.907606387225549
64,"low",FALSE,0,0.95,0.103785046163804,0.025,0.1,0.103785046163804,0.103785046163804,0.842891017964072,0.850131071681174,0.136891017964072,0.0202179640718563
70,"low",FALSE,0,0.275,0.1,0.05,0.1,0.1,0.1,0.126128542914172,0.417632467247623,0.253882634730539,0.619988822355289
73,"low",TRUE,0.05,0.35,0.1,0.05,0.1,0.129923138837255,0.130867371564353,0.00988902195608782,0.402390055751355,0.103345309381238,0.886765668662675
65,"low",FALSE,0,0.975,0.103601643424807,0.025,0.1,0.103601643424807,0.103601643424807,0.848215568862275,0.854602199837656,0.13299001996008,0.0187944111776447
74,"low",TRUE,0.05,0.375,0.1,0.05,0.1,0.126508422778359,0.128120684965685,0.190283433133733,0.470040730121088,0.309814770459082,0.499901796407186
66,"low",FALSE,0,1,0.103577235240987,0.025,0.1,0.103577235240987,0.103577235240987,0.854658682634731,0.860675602940558,0.127809181636727,0.0175321357285429
71,"low",FALSE,0,0.3,0.1,0.05,0.1,0.1,0.1,0.237439520958084,0.450313210443484,0.34806626746507,0.414494211576846
73,"low",FALSE,0,0.35,0.129923138837255,0.05,0.1,0.129923138837255,0.129923138837255,0.0718650698602794,0.399428234910033,0.19960878243513,0.728526147704591
72,"low",FALSE,0,0.325,0.1,0.05,0.1,0.1,0.1,0.350142115768463,0.491657337556554,0.396635528942116,0.253222355289421
75,"low",TRUE,0.05,0.4,0.1,0.05,0.1,0.124653704586722,0.126488668252801,0.335152095808383,0.507060908745521,0.387865868263473,0.276982035928144
74,"low",FALSE,0,0.375,0.126508422778359,0.05,0.1,0.126508422778359,0.126508422778359,0.269803592814371,0.463391275812143,0.372506986027944,0.357689421157685
76,"low",TRUE,0.05,0.425,0.1,0.05,0.1,0.123133111713992,0.125360221236838,0.394624351297405,0.537388701099157,0.390274650698603,0.215100998003992
77,"low",TRUE,0.05,0.45,0.1,0.05,0.1,0.121267141774194,0.124083940119553,0.45532375249501,0.574745125918791,0.380241916167665,0.164434331337325
82,"low",TRUE,0.05,0.575,0.1,0.05,0.1,0.115019425580151,0.119899163384916,0.647936127744511,0.699702525230923,0.285609580838323,0.0664542914171657
75,"low",FALSE,0,0.4,0.124653704586722,0.05,0.1,0.124653704586722,0.124653704586722,0.375319760479042,0.507161900820273,0.399111377245509,0.225568862275449
78,"low",TRUE,0.05,0.475,0.1,0.05,0.1,0.119657977171427,0.122927167310053,0.501287824351297,0.60695937663658,0.359184830339321,0.139527345309381
80,"low",TRUE,0.05,0.525,0.1,0.05,0.1,0.117080088472993,0.121158489085625,0.590463073852295,0.658486551423003,0.321830738522954,0.0877061876247505
84,"low",TRUE,0.05,0.625,0.1,0.05,0.1,0.113428279611319,0.118948771688672,0.692788023952096,0.731524112734058,0.256717764471058,0.0504942115768463
83,"low",TRUE,0.05,0.6,0.1,0.05,0.1,0.114171671447367,0.11932029347621,0.674088622754491,0.71667723540566,0.268726546906188,0.0571848303393214
81,"low",TRUE,0.05,0.55,0.1,0.05,0.1,0.116427076079139,0.120736815892218,0.610869461077844,0.67158967970419,0.309515369261477,0.0796151696606786
79,"low",TRUE,0.05,0.5,0.1,0.05,0.1,0.118343756923332,0.12201203002579,0.551053093812375,0.633236899763313,0.341226347305389,0.107720558882236
85,"low",TRUE,0.05,0.65,0.1,0.05,0.1,0.112735958572466,0.118442859691224,0.710215568862275,0.745369957195822,0.242623552894212,0.047160878243513
76,"low",FALSE,0,0.425,0.123133111713992,0.05,0.1,0.123133111713992,0.123133111713992,0.43393373253493,0.539794918002463,0.389920958083832,0.176145309381238
82,"low",FALSE,0,0.575,0.115019425580151,0.05,0.1,0.115019425580151,0.115019425580151,0.665635129740519,0.697731219373628,0.277679041916168,0.0566858283433134
77,"low",FALSE,0,0.45,0.121267141774194,0.05,0.1,0.121267141774194,0.121267141774194,0.505974451097804,0.58073022982721,0.370273053892216,0.12375249500998
86,"low",TRUE,0.05,0.675,0.1,0.05,0.1,0.112088867244116,0.118121865528739,0.7304,0.758301146428381,0.229077045908184,0.0405229540918164
84,"low",FALSE,0,0.625,0.113428279611319,0.05,0.1,0.113428279611319,0.113428279611319,0.699610379241517,0.726840947409271,0.25139001996008,0.0489996007984032
83,"low",FALSE,0,0.6,0.114171671447367,0.05,0.1,0.114171671447367,0.114171671447367,0.671242315369261,0.705846853585156,0.272444710578842,0.0563129740518962
85,"low",FALSE,0,0.65,0.112735958572466,0.05,0.1,0.112735958572466,0.112735958572466,0.714579640718563,0.739942039157013,0.239734930139721,0.0456854291417166
87,"low",TRUE,0.05,0.7,0.1,0.05,0.1,0.111607671719445,0.117900076259329,0.741746906187625,0.767939844326837,0.218579640718563,0.0396734530938124
80,"low",FALSE,0,0.525,0.117080088472993,0.05,0.1,0.117080088472993,0.117080088472993,0.615118562874251,0.662429580299468,0.309374850299401,0.0755065868263473
81,"low",FALSE,0,0.55,0.116427076079139,0.05,0.1,0.116427076079139,0.116427076079139,0.63435369261477,0.677863315642378,0.297322155688623,0.0683241516966068
78,"low",FALSE,0,0.475,0.119657977171427,0.05,0.1,0.119657977171427,0.119657977171427,0.533019560878244,0.602281347128191,0.358047904191617,0.10893253493014
89,"low",TRUE,0.05,0.75,0.1,0.05,0.1,0.110671021628861,0.117358526584308,0.764462275449102,0.786677396771676,0.20105628742515,0.0344814371257485
88,"low",TRUE,0.05,0.725,0.1,0.05,0.1,0.111141894490044,0.117617476078278,0.753914570858283,0.777277974390648,0.209179241516966,0.0369061876247505
86,"low",FALSE,0,0.675,0.112088867244116,0.05,0.1,0.112088867244116,0.112088867244116,0.735457085828343,0.7549834591446,0.226700998003992,0.0378419161676647
91,"low",TRUE,0.05,0.8,0.1,0.05,0.1,0.109743924305445,0.116857721268127,0.786424750499002,0.805217681481132,0.182764870259481,0.030810379241517
90,"low",TRUE,0.05,0.775,0.1,0.05,0.1,0.110091794095166,0.117046681043724,0.7776750499002,0.798275192351509,0.191057085828343,0.0312678642714571
92,"low",TRUE,0.05,0.825,0.1,0.05,0.1,NA,NA,0,NA,0.09095249500998,0.90904750499002
79,"low",FALSE,0,0.5,0.118343756923332,0.05,0.1,0.118343756923332,0.118343756923332,0.577517764471058,0.635487853815792,0.33222994011976,0.0902522954091816
87,"low",FALSE,0,0.7,0.111607671719445,0.05,0.1,0.111607671719445,0.111607671719445,0.748359281437126,0.767006528831587,0.214385628742515,0.0372550898203593
93,"low",TRUE,0.05,0.85,0.1,0.05,0.1,0.108987482296641,0.116459073523226,0.805358083832335,0.820339915120218,0.169656686626747,0.0249852295409182
94,"low",TRUE,0.05,0.875,0.1,0.05,0.1,0.108714560734994,0.11632534733991,0.811564071856287,0.825773588039647,0.163229540918164,0.0252063872255489
95,"low",TRUE,0.05,0.9,0.1,0.05,0.1,0.108356865221321,0.116177993709487,0.819845908183633,0.832968842347208,0.156725748502994,0.0234283433133733
89,"low",FALSE,0,0.75,0.110671021628861,0.05,0.1,0.110671021628861,0.110671021628861,0.771836327345309,0.787002525135381,0.196212375249501,0.0319512974051896
88,"low",FALSE,0,0.725,0.111141894490044,0.05,0.1,0.111141894490044,0.111141894490044,0.757283033932136,0.775601300208201,0.207376447105788,0.0353405189620759
91,"low",FALSE,0,0.8,0.109743924305445,0.05,0.1,0.109743924305445,0.109743924305445,0.791367664670659,0.804907871681034,0.180315369261477,0.0283169660678643
92,"low",FALSE,0,0.825,0.1,0.05,0.1,0.1,0.1,0.817028343313373,0.827082141168393,0.158660279441118,0.024311377245509
90,"low",FALSE,0,0.775,0.110091794095166,0.05,0.1,0.110091794095166,0.110091794095166,0.78307624750499,0.796191944227215,0.187462674650699,0.0294610778443114
96,"low",TRUE,0.05,0.925,0.1,0.05,0.1,0.108155331090182,0.11604005753728,0.824697804391218,0.836989171095676,0.153059481037924,0.0222427145708583
97,"low",TRUE,0.05,0.95,0.1,0.05,0.1,0.107945089500188,0.115946010778916,0.829269461077844,0.84120813321508,0.148558882235529,0.0221716566866267
98,"low",TRUE,0.05,0.975,0.1,0.05,0.1,0.107516677958574,0.115712673742278,0.840000798403194,0.849759427359278,0.140461477045908,0.0195377245508982
